term,df,freq,burstiness,tf_rel,tfidf_mean
structure,651,1284,0.20989276023945905,0.0017407974316459077,0.0040375336533458135
composition,688,1368,0.31133550931592546,0.0018546813757722754,0.004030379093235626
distribution,673,1295,0.3159345293074862,0.0017557108052815035,0.003990478718205173
investigation,594,1145,0.06103686060017939,0.001552346619341561,0.003973546942320565
molecular,520,1049,0.07134817041871382,0.0014221935403399978,0.003971589520555365
new,666,1327,0.22830630178030326,0.0017990951649486911,0.003966542011497621
properties,492,962,0.040557442996467394,0.0013042423124948312,0.0039014433205125237
experimental,534,1040,0.06589599539037741,0.0014099916891836012,0.003868242080368096
acid,561,1204,0.25416466798135745,0.0016323365324779383,0.0038509068767718416
characteristics,523,971,0.07234267958167352,0.0013164441636512277,0.003823103300421317
area,810,1658,0.5296847309714218,0.002247852135256164,0.003815230811189023
energy,488,983,0.1779243033203809,0.0013327132985264231,0.0037930731467001487
deep,570,1192,0.47253031908630644,0.001616067397602743,0.003779875964043847
phase,591,1239,0.558113428628786,0.001679788175863925,0.003743625366351354
surface,621,1292,0.47211628104076614,0.0017516435215627047,0.0037062508742966107
hydrocarbons,436,858,0.060082119715147216,0.001163243143576471,0.0036949869657879396
sustainable,495,959,0.06575452122897378,0.0013001750287760323,0.0036920553000651386
india,596,1204,0.06458337978550246,0.0016323365324779383,0.0036733344478473797
co,530,1141,0.575478312635391,0.0015469235743831625,0.0036692964414874163
influence,603,1113,0.08145257539794291,0.0015089622596743733,0.003665876840681998
environment,562,1077,0.29625756269061615,0.0014601548550487872,0.003635515927425122
treatment,459,909,0.044910373390280214,0.0012323869667960514,0.0036194072857375047
generation,455,903,0.03864042933810378,0.0012242523993584538,0.003553237244279284
geochemical,583,1194,0.22667942341783243,0.0016187789200819422,0.003545964664656989
research,558,999,0.15862636830378768,0.001354405478360017,0.0035032025356549123
asphalt,375,800,0.12666666666666668,0.0010846089916796934,0.003407941061843551
change,608,1209,0.5235065408558617,0.0016391153386759365,0.00339366154669905
dynamic,553,1046,0.2155736656305429,0.001418126256621199,0.0033807984298138533
implication,581,1126,0.03709534917136192,0.0015265871557891683,0.003364897166000612
technology,407,786,0.053528893223549714,0.0010656283343252987,0.003350419329145011
detection,444,874,0.024666542973179124,0.0011849353234100648,0.003314953287215164
determination,504,986,0.025395215557487354,0.001336780582245222,0.0032992678667307313
identification,470,917,0.06311283324439082,0.0012432330567128484,0.0032785526461198457
separation,399,813,0.1604379953573971,0.0011022338877944883,0.0032210565866102976
deposit,527,1107,0.49473335973081417,0.0015008276922367756,0.0031777015139184354
synthesis,396,789,0.018982601682221458,0.0010696956180440975,0.0031657728852950706
quality,457,972,0.371027725999766,0.0013177999248908273,0.003158765833575861
ms,336,929,0.48915564611205076,0.0012595021915880438,0.003122052706136186
insight,552,1015,0.09522203184122224,0.001376097658193611,0.003099562122919291
pyrolysis,338,696,0.07875943684962254,0.0009436098227613331,0.003092360038220918
risk,453,944,0.6131486885920605,0.001279838610182038,0.003065545176417561
simulation,428,851,0.15386790691544858,0.0011537528148992738,0.003046276532211197
modeling,456,900,0.21520467836257307,0.001220185115639655,0.0030421627631495494
novel,446,857,0.03996891858658055,0.0011618873823368715,0.003023647847390844
methane,357,743,0.2054431463029357,0.001007330601022515,0.0030143625372394903
material,439,822,0.23461860343958008,0.0011144357389508848,0.0029918973256975847
transform,332,649,0.04363989084225963,0.0008798890445001512,0.0029676819373263886
region,619,1225,0.4495730440803138,0.0016608075185095303,0.0029527902888993787
time,541,1019,0.390248857656468,0.0013815207031520093,0.00294609953811943
role,456,823,0.11133582741787641,0.0011157915001904844,0.002915383636314611
fluid,421,892,0.5314593696409362,0.001209339025722858,0.002903786331174237
management,393,769,0.19280186091450846,0.0010425803932521051,0.0029004570262839255
response,438,856,0.08771817522297613,0.0011605316210972717,0.0028936530990108593
learning,370,758,0.31282892391071815,0.0010276670196165093,0.002863692877197679
river,424,1044,1.2331381479071786,0.0014154147341419996,0.0028597449051470823
multi,412,855,0.18557599500369043,0.0011591758598576722,0.0028565198983373165
south,435,888,0.24465672569120844,0.0012039159807644595,0.0028557780852069945
prediction,401,800,0.18498753117206976,0.0010846089916796934,0.0028379754975967103
climate,430,878,0.623287598665042,0.0011903583683684634,0.0027997787178815387
pollution,329,672,0.1300658561296859,0.0009110715530109423,0.0027854082543891765
non,421,807,0.11411432624864976,0.0010940993203568906,0.0027809260372142993
activity,462,892,0.22621474190980922,0.001209339025722858,0.002744031627191157
extraction,368,739,0.11498720362416898,0.0010019075560641166,0.0027257938828735436
control,371,744,0.13708228270005507,0.0010086863622621148,0.0026983861896762293
human,392,768,0.11112882653061226,0.0010412246320125056,0.0026947155775392598
recovery,317,658,0.1887279107897941,0.0008920908956565477,0.002687835209885441
pressure,382,778,0.4954844614328592,0.0010547822444085017,0.002687167655088741
bitumen,293,591,0.06584547507261944,0.0008012548926033734,0.002654185208902488
comprehensive,391,712,0.09475847007097905,0.000965302002594927,0.0026474200774379434
food,289,592,0.15088141774992986,0.000802610653842973,0.002630670242698909
degradation,336,669,0.21670136664531275,0.0009070042692921435,0.0026103376323469403
ion,350,715,0.36973026973026973,0.0009693692863137259,0.002592462972330135
spill,276,562,0.0740884006395379,0.0007619378166549845,0.0025866559907221152
mineral,426,894,0.6307149383999747,0.0012120505482020572,0.002584579663185036
mechanical,313,622,0.035287591300863945,0.0008432834910309616,0.0025576369239602393
cell,332,707,0.22550314411819836,0.000958523196396929,0.0025559891947036562
biomarker,354,675,0.04433145009416197,0.0009151388367297412,0.0025532129775799714
flow,369,792,0.7450726779995073,0.0010737629017628964,0.002541137195879142
type,456,884,0.5319917440660474,0.0011984929358060611,0.0025128245059204825
sedimentary,372,773,0.32954624490534024,0.0010480034382105035,0.002511089175872898
western,402,818,0.12654332250726805,0.0011090126939924865,0.0025017883399587977
geological,399,766,0.247302328929373,0.0010385131095333063,0.00249212240434462
health,332,665,0.11578494428843196,0.000901581224333745,0.0024814438866559633
machine,308,635,0.12256365681562534,0.0008609083871457565,0.0024804813254817814
removal,301,616,0.22296889157354263,0.0008351489235933639,0.0024781441104405667
adsorption,287,629,0.5126548971599189,0.0008527738197081588,0.002471565853338962
stability,326,647,0.18380728420932854,0.0008771775220209519,0.002470801122506692
optimization,324,652,0.11035370749072179,0.00088395632821895,0.002468078126368512
stress,349,705,0.14873701965087685,0.0009558116739177297,0.0024641426784112676
use,363,700,0.15448248720975996,0.0009490328677197316,0.0024372457439238984
applications,266,469,0.10251374705420269,0.0006358520213722202,0.002434556545692294
condition,510,906,0.28313206077132846,0.0012283196830772526,0.0024271811872656167
efficient,334,642,0.04669166340216763,0.0008703987158229538,0.0024262124844992568
datum,602,1210,0.9057357019302051,0.001640471099915536,0.002425157823421687
plasma,293,594,0.09054136357890624,0.0008053221763221723,0.002423646919958115
behavior,331,629,0.11082666103103284,0.0008527738197081588,0.0024136165082391074
hydrogen,264,553,0.42429037207518217,0.0007497359654985879,0.0023970393658015194
bio,268,554,0.10251091114822998,0.0007510917267381876,0.002389291522779463
central,398,827,0.276403176705778,0.001121214545148883,0.0023763445078687205
eastern,400,794,0.15353904282115868,0.0010764744242420957,0.0023609540185387206
composite,293,576,0.058435248388320066,0.0007809184740093792,0.002349886219079094
wastewater,280,564,0.10982776089159066,0.0007646493391341838,0.0023482580443063773
lake,288,722,1.2215874115112344,0.000978859614990923,0.002345220185584718
growth,338,692,0.368847692991757,0.0009381867778029347,0.002328913475997993
green,273,567,0.2140822140822141,0.0007687166228529826,0.0023211600858678814
complex,411,760,0.26137789729798944,0.0010303785420957086,0.0023037371777069444
southern,373,734,0.13026422482120809,0.0009951287498661185,0.0022959969586374266
future,310,571,0.1388000677927801,0.000774139667811381,0.002285825690607207
early,387,745,0.2534588904496818,0.0010100421235017143,0.0022854248936427035
technique,362,687,0.34238461724046426,0.0009314079716049366,0.0022766585596517143
carbonate,348,749,0.564657090680294,0.0010154651684601127,0.00227012483949295
solid,307,625,0.35616938110749197,0.0008473507747497604,0.0022612637507829166
network,324,659,0.5472329942486743,0.0008934466568961473,0.00224978713345847
scale,362,719,0.4018510976724886,0.0009747923312721244,0.002235794285227202
materials,220,421,0.055484776506154174,0.0005707754818714386,0.0022118410968800183
imaging,266,528,0.10215880610617455,0.0007158419345085976,0.002211203922201579
nanoparticle,278,538,0.06474820143884892,0.0007293995469045937,0.002201043029902328
reservoirs,275,492,0.10928307464892831,0.0006670345298830113,0.002196440761834918
interaction,334,614,0.13561801478476274,0.0008324374011141646,0.0021936149361754236
groundwater,283,707,1.5144966288653097,0.000958523196396929,0.0021806760189994226
compound,278,551,0.1432124717648749,0.0007470244430193887,0.0021723771939679633
data,324,612,0.173202614379085,0.0008297258786349654,0.002170198433789607
life,217,434,0.10138248847926268,0.0005884003779862336,0.002169756161563092
pore,260,611,1.5337970540098202,0.0008283701173953657,0.0021679811233570306
storage,261,532,0.17597153804050358,0.000721264979466996,0.002162420292375619
remediation,217,439,0.06124098548229638,0.0005951791841842317,0.002149827372954745
sample,431,810,0.44904471370055293,0.0010981666040756895,0.0021416635079849564
methods,237,423,0.12299129185743782,0.0005734870043506378,0.002140851011521506
isotope,318,660,0.3548313321898227,0.0008948024181357469,0.002138566240404214
north,339,664,0.1437075736574617,0.0009002254630941454,0.0021342140797565995
structural,303,595,0.18588346229580946,0.0008066779375617718,0.002131114050593218
fracture,256,609,1.6719968698686372,0.0008256585949161665,0.002125622619789209
content,370,732,0.4970314576871954,0.0009924172273869194,0.002121412295427635
fuel,228,458,0.04799662912740366,0.0006209386477366245,0.0021191599350488467
northern,337,668,0.16151672915297002,0.0009056485080525439,0.0021157515479651697
enhanced,298,526,0.11702860642560034,0.0007131304120293983,0.002114404485608228
numerical,263,516,0.10779025554867805,0.0006995727996334021,0.0021077354913808495
element,355,738,0.7314248635444102,0.001000551794824517,0.0021056536312512885
zone,400,892,1.3193273542600896,0.001209339025722858,0.0021042150573800625
polymer,226,458,0.0564207597480388,0.0006209386477366245,0.002098755877701358
comparative,280,544,0.031407563025210083,0.0007375341143421914,0.002097401972917993
systems,214,425,0.035195162177020345,0.000576198526829837,0.002092894089709413
origin,286,543,0.13638939329547067,0.0007361783531025919,0.0020829888440426826
biomass,225,455,0.12942612942612944,0.0006168713640178255,0.0020733167857340715
membrane,228,476,0.19799498746867178,0.0006453423500494175,0.002066526687082535
bioremediation,190,379,0.018455770031939992,0.0005138335098082546,0.002057967599309546
tandem,269,540,0.007379870576896597,0.000732111069383793,0.002053836665367545
emission,276,555,0.3621034077555818,0.0007524474879777872,0.0020387434992767657
recent,255,471,0.08287748220307227,0.0006385635438514194,0.002032787216296587
accumulation,265,525,0.22648697214734947,0.0007117746507897987,0.0020287369651254745
processing,223,443,0.08794501412100539,0.0006006022291426301,0.0020261114856692805
dimensional,252,500,0.15987301587301594,0.0006778806197998083,0.002020895540322682
seismic,273,676,1.3285432516201747,0.0009164945979693408,0.0020198455719993816
disease,252,508,0.08648918885139358,0.0006887267097166052,0.002008765782110907
laser,241,475,0.031150906311421714,0.0006439865888098179,0.002004278089864832
biochar,209,435,0.1922235054721443,0.0005897561392258332,0.001984967345800346
preparation,233,463,0.006396054839218009,0.0006277174539346225,0.0019843247167532175
conditions,242,471,0.026118159007562595,0.0006385635438514194,0.0019748439756812437
factor,353,700,0.8198543099959531,0.0009490328677197316,0.0019672808497386246
products,201,396,0.045002261420171864,0.0005368814508814482,0.0019568876949166794
layer,292,579,0.416087018241181,0.000784985757728178,0.0019546794955405053
essential,308,558,0.12021132988874925,0.0007565147716965861,0.001949293468127155
plastic,190,392,0.08990332975295377,0.0005314584059230497,0.0019459151728306086
exploration,266,505,0.13516712573512982,0.0006846594259978064,0.0019433541759431995
continental,267,542,0.246790220711196,0.0007348225918629922,0.0019392688878186954
well,297,546,0.3301143301143301,0.0007402456368213907,0.0019315243286243601
earth,280,542,0.3631787032156036,0.0007348225918629922,0.0019119673682774152
global,273,508,0.30848547777681623,0.0006887267097166052,0.0019067744593159075
spectroscopy,228,442,0.0840279431610701,0.0005992464679030306,0.0019045174655077843
biodegradation,185,374,0.03720190779014309,0.0005070547036102566,0.0018976556765747659
product,244,464,0.10698134539287735,0.0006290732151742221,0.0018922674817193157
catalyst,221,425,0.05574660633484165,0.000576198526829837,0.0018785546291295078
cancer,215,442,0.06635799221298538,0.0005992464679030306,0.001855426079249004
oxide,251,492,0.1861821008648334,0.0006670345298830113,0.0018451468110570989
rocks,206,411,0.002421278907707935,0.0005572178694754424,0.0018393498555011245
upper,328,659,0.347454569006995,0.0008934466568961473,0.0018361549583999054
mixture,222,423,0.10641492556386173,0.0005734870043506378,0.001828783801602439
nitrogen,234,514,0.5738468189830058,0.0006968612771542029,0.0018273977035246091
biological,220,417,0.049389579245694336,0.0005653524369130401,0.001822424901351541
techniques,169,331,0.020272082089418827,0.00044875697030747307,0.0018154625512169773
analytical,212,409,0.12209946025741569,0.0005545063469962432,0.0018090264594548364
state,253,485,0.18815859174442767,0.0006575442012058141,0.0018086978099077634
spatial,291,569,0.46470868890378614,0.0007714281453321818,0.0018045487973720254
resolution,270,538,0.5724631694891918,0.0007293995469045937,0.0017988426548371011
evidence,297,550,0.09723905723905722,0.0007456686817797891,0.0017949658652037302
catalytic,191,388,0.05621525341393643,0.0005260353609646513,0.0017926938260218158
perspective,214,402,0.05681871018738086,0.0005450160183190459,0.0017816886998654217
community,239,470,0.1824089735600462,0.0006372077826118198,0.0017704228356846129
bacterial,209,414,0.038462427478445776,0.0005612851531942413,0.00176072148201471
series,215,410,0.23448667044809993,0.0005558621082358428,0.0017483976087149218
strategy,271,476,0.15110546063443825,0.0006453423500494175,0.0017361948294915346
physical,226,429,0.17403098376549703,0.0005816215717882355,0.0017203182179384622
compounds,172,346,0.011493480306492799,0.00046909338890146736,0.0017164049144054714
light,226,435,0.18786491709897268,0.0005897561392258332,0.001715018166968283
solution,243,490,0.514151339548165,0.0006643230074038121,0.0017065558353411643
coastal,225,496,0.5899103942652328,0.0006724575748414098,0.0017061011783119679
design,212,416,0.06177431059506531,0.0005639966756734405,0.001700981450514971
middle,278,563,0.24657858082982997,0.0007632935778945841,0.0016995486711241588
transformation,199,387,0.1973952449586433,0.0005246795997250516,0.0016950078465866815
seed,192,400,0.26166666666666666,0.0005423044958398467,0.0016926188319574334
electron,215,421,0.2627630779428823,0.0005707754818714386,0.0016868386258855254
late,298,616,0.36145733461169705,0.0008351489235933639,0.0016753336560525486
concentration,316,638,0.5578151660648385,0.0008649756708645553,0.001673899519726165
protein,181,377,0.10015094450224953,0.0005111219873290554,0.0016688078516829132
parameter,304,570,0.36359649122807014,0.0007727839065717815,0.0016552253116079699
emulsion,186,366,0.14701216287678476,0.0004962086136934597,0.0016437595180964686
east,255,504,0.2140056022408964,0.0006833036647582067,0.0016428977311702838
long,266,488,0.18180697645753727,0.0006616114849246129,0.0016392295605811306
kinetic,200,392,0.22877551020408166,0.0005314584059230497,0.0016368072117991484
current,234,443,0.5876502479211282,0.0006006022291426301,0.0016322138895623684
functional,183,371,0.06162638269040988,0.0005029874198914577,0.0016304849719128022
oxidation,187,392,0.20476372367128665,0.0005314584059230497,0.0016275803235273815
level,339,632,0.6072122026810051,0.0008568411034269576,0.0016219925929509054
exposure,213,420,0.13769282360831653,0.000569419720631839,0.0016207611045467496
particle,220,419,0.16466695595573877,0.0005680639593922393,0.0016200774518247854
laboratory,196,377,0.10040329128999077,0.0005111219873290554,0.0016177549980970435
single,237,447,0.15195537054342595,0.0006060252741010286,0.0016146683428185128
iron,211,451,0.5077920576706842,0.0006114483190594271,0.0016059792651825706
bacteria,176,351,0.042718855218855226,0.0004758721950994654,0.0015967052126753393
cretaceous,218,461,0.17382435471352664,0.0006250059314554233,0.0015938774281218711
conversion,162,323,0.021652715667163553,0.0004379108803906762,0.0015910090559424332
modified,183,363,0.03016754730614641,0.0004921413299746609,0.0015880693326150459
hydrothermal,198,422,0.3094451625257313,0.0005721312431110382,0.0015878964195656603
porous,179,358,0.11173184357541899,0.00048536252377666275,0.001580600850501554
term,272,487,0.18697155453557193,0.0006602557236850133,0.00157679417804521
engineering,174,332,0.07990583021742143,0.0004501127315470727,0.0015741821978046853
quantitative,213,402,0.06789993693504309,0.0005450160183190459,0.0015690802942722273
tectonic,255,552,0.6831202046035807,0.0007483802042589884,0.0015687001585966347
desorption,178,359,0.041641889142749834,0.00048671828501626235,0.001567530574375619
medium,212,402,0.14357457993053604,0.0005450160183190459,0.0015673960755924559
effects,271,383,0.17157226402551232,0.0005192565547666531,0.0015672445661010607
processes,151,294,0.025769248096589627,0.0003985938044422873,0.0015668057280331504
overview,140,274,0.028258602711157457,0.00037147857965029495,0.0015614132377947479
site,257,509,0.5086497519359696,0.0006900824709562049,0.0015597638195227982
efficiency,212,408,0.17841287458379582,0.0005531505857566436,0.0015571546698995753
black,175,369,0.2518621757646149,0.0005002758974122585,0.001556839439978231
drug,173,367,0.14836748515537634,0.0004975643749330592,0.0015562587104440899
diversity,190,368,0.08489702517162472,0.0004989201361726589,0.001555204344379471
rich,244,463,0.18669227773253544,0.0006277174539346225,0.0015542790277938325
various,300,490,0.19115646258503402,0.0006643230074038121,0.001551423155690214
industry,165,312,0.07703962703962704,0.0004229975067550804,0.0015391831567300748
air,183,375,0.25748633879781413,0.0005084104648498562,0.0015312569203446967
heat,172,376,0.7714002968827313,0.0005097662260894558,0.0015301662373642616
fiber,163,332,0.053551629832212275,0.0004501127315470727,0.0015269680810173273
self,176,351,0.0883029008029008,0.0004758721950994654,0.0015248037881758576
thin,194,375,0.06967697594501716,0.0005084104648498562,0.001524329388370149
palm,165,342,0.06762360446570974,0.00046367034394306886,0.0015112220765668087
large,320,540,0.22731481481481483,0.000732111069383793,0.0015072887480077513
monitoring,208,378,0.11920024420024418,0.0005124777485686551,0.001504723270359579
matrix,197,387,0.1828198166292842,0.0005246795997250516,0.0015027753765266753
chemistry,177,339,0.19979001049947503,0.00045960306022427,0.0014983386971217142
contamination,176,354,0.25982280431432986,0.00047993947881826425,0.0014945689518438526
history,189,358,0.1393396588927315,0.00048536252377666275,0.0014929333002956994
quantification,187,370,0.021390374331550797,0.0005016316586518581,0.0014895416547324584
estimation,193,375,0.11832815198618307,0.0005084104648498562,0.0014810826887399807
comparison,233,419,0.11341124893728168,0.0005680639593922393,0.0014805816336095402
bituman,147,306,0.17980525543550757,0.0004148629393174827,0.00147619082474121
combustion,143,293,0.04319912169741522,0.00039723804320268764,0.0014759523597867633
industrial,161,315,0.07839889579020017,0.0004270647904738792,0.001466894692414694
prospect,158,306,0.050219243815669716,0.0004148629393174827,0.0014655736466714327
drilling,160,338,0.266198224852071,0.0004582472989846704,0.001463837829097292
sandstone,197,426,0.5183146254855698,0.0005775542880694367,0.0014630741096770873
image,185,391,0.7228036220363585,0.0005301026446834501,0.0014589165404834351
damage,174,355,0.24427715719604984,0.0004812952400578639,0.0014542773069984982
classification,176,333,0.12296956046956048,0.0004514684927866723,0.0014478939963217246
challenge,220,341,0.17140762463343112,0.00046231458270346926,0.0014449009547340156
utilization,156,300,0.0435897435897436,0.000406728371879885,0.0014438776076236466
nigeria,181,371,0.03922503015591725,0.0005029874198914577,0.0014423406917645754
neural,181,357,0.08084559790767136,0.0004840067625370631,0.0014423045659708027
rate,250,544,1.5703235294117646,0.0007375341143421914,0.0014325325155348909
electrospray,158,305,0.03355467939406517,0.0004135071780778831,0.0014275459828617155
egypt,180,372,0.07849462365591399,0.0005043431811310574,0.0014266583439866039
measurement,222,393,0.15084932260504783,0.0005328141671626493,0.001426634066972977
metabolomic,166,304,0.07656943563728598,0.00041215141683828343,0.0014236811425267512
reaction,186,388,0.5376898348298413,0.0005260353609646513,0.0014227613967531681
depositional,207,415,0.2770967929689773,0.0005626409144338409,0.0014211327677600488
salt,170,389,0.8145924693784969,0.0005273911222042508,0.0014189890880625575
free,192,375,0.17754166666666665,0.0005084104648498562,0.001418811857234584
hybrid,166,333,0.08706899670755087,0.0004514684927866723,0.0014170825859711749
feature,232,407,0.30711471659747513,0.0005517948245170439,0.0014102436993751646
group,215,436,0.618882014081502,0.0005911119004654329,0.001399560601660019
situ,178,345,0.08208760788145254,0.0004677376276618677,0.0013963820776489982
framework,220,387,0.15046981442330282,0.0005246795997250516,0.0013910957607918776
magnetic,175,391,0.5201899890390939,0.0005301026446834501,0.0013846289109148958
nano,149,307,0.09269177797695824,0.0004162187005570823,0.0013824780111762155
part,261,468,0.28809313292071903,0.0006344962601326205,0.0013710033351610055
variation,276,479,0.29998335905116336,0.0006494096337682164,0.0013700313159879887
deposition,189,379,0.33507838784883637,0.0005138335098082546,0.0013687751979174314
arctic,138,284,0.2307613798734437,0.0003850361920462911,0.001367782862282958
rice,147,326,0.6596135386670005,0.000441978164109475,0.0013639369087419713
permeability,170,353,0.49293451091484747,0.00047858371757866466,0.001362222958839767
cold,160,307,0.07799267100977197,0.0004162187005570823,0.0013589411272549562
bituminous,130,264,0.029836829836829837,0.0003579209672542988,0.0013551155070857044
maturation,152,302,0.006535378180550717,0.00040943989435908424,0.0013497381192722707
ocean,190,398,0.533403861412325,0.0005395929733606474,0.0013452322911343176
function,192,352,0.1325757575757576,0.00047722795633906506,0.0013448527520995097
volatile,158,317,0.066226091123268,0.0004297763129530785,0.00133993306047478
rapid,183,344,0.10277671876985638,0.0004663818664222681,0.0013341241332512
wave,164,392,1.7730214036834242,0.0005314584059230497,0.0013319663386764065
sand,166,371,0.8027960900204594,0.0005029874198914577,0.0013279771785839275
resource,202,369,0.23559795003890632,0.0005002758974122585,0.0013264020080622474
index,224,472,1.0411622276029053,0.000639919305091019,0.0013222987065507335
graphene,137,281,0.17310439774527875,0.00038096890832749224,0.001320787788757976
specie,213,422,0.39792626215428445,0.0005721312431110382,0.0013206012750238087
reduction,197,373,0.40418611613886585,0.0005056989423706569,0.0013136096471929558
cellulose,137,285,0.16883083621462422,0.00038639195328589074,0.0013129084265305826
decomposition,140,283,0.17291771832407882,0.0003836804308066915,0.0013092289501382306
genetic,152,291,0.06834418520528124,0.00039452652072348844,0.0013088992130546276
asphaltene,133,260,0.09895893580104105,0.0003524979222959003,0.0013028816234806307
result,515,754,0.31311065900955415,0.0010222439746581109,0.0012977320937216524
effective,208,359,0.14311924148275118,0.00048671828501626235,0.0012934823873896521
sediments,143,276,0.033698185872098906,0.0003741901021294942,0.0012932539008497304
soils,137,271,0.018207773318609094,0.0003674112959314961,0.0012923488505489555
land,163,417,1.7127010048402997,0.0005653524369130401,0.0012917113738217818
injection,145,303,0.48790258336178466,0.00041079565559868383,0.001287289607287979
profile,184,353,0.1353461017366671,0.00047858371757866466,0.0012869846307464196
multiple,215,380,0.1378212974296206,0.0005151892710478543,0.0012853267026967502
urban,158,364,0.7126860481290863,0.0004934970912142604,0.0012830453829105828
