Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
In vivo affinity maturation of the CD4 domains of an HIV-1-entry inhibitor,Nature Biomedical Engineering,,,,10.1038/s41551-024-01289-1,Andi PanCharles C. BaileyTianling OuJinge XuTonia AristotelousXin LiuBaodan HuGogce CrynenNickolas SkamangasNaomi BronkemaMai H. TranHuihui MouXia ZhangMichael D. AlpertYiming YinMichael FarzanWenhui He,2024,https://link.springer.com/article/10.1038/s41551-024-01289-1,Article
WFS1 Gene Mutation (c.2389G &gt; A) Induces Immune Disorders by Promoting DC Maturation through Inhibition of <i>TMEM176A</i>,Inflammation,,,,10.1007/s10753-025-02325-1,Wei LinYuanhui QiuChenyinuo TanZiyu LiuYi YangYijie HeJiarui ZhaoJing ChengZhaopeng WangMinghao LiLijie WangMengqi WangMin Zhang,2025,https://link.springer.com/article/10.1007/s10753-025-02325-1,Article
"PAL-AI reveals genetic determinants that control poly(A)-tail length during oocyte maturation, with relevance to human fertility",Nature Communications,,,,10.1038/s41467-025-62171-5,Kehui XiangDavid P. Bartel,2025,https://link.springer.com/article/10.1038/s41467-025-62171-5,Article
"Different light colors have different effects on the growth, digestion, non-specific immunity, and ovarian maturation of female <i>Exopalaemon carinicauda</i>",Aquaculture International,,,,10.1007/s10499-024-01819-3,Xiaofang LaiXifeng GuoChen WuShanrui ShenHuan Gao,2025,https://link.springer.com/article/10.1007/s10499-024-01819-3,Article
Modified Illite/smectite clay promoted composting humification and maturation mediated by reducing greenhouse gas emissions,Biomass Conversion and Biorefinery,,,,10.1007/s13399-024-05727-7,Ziyi CaoXiaoya QinXiaoli WenRu SunMengxin FuQunliang Li,2024,https://link.springer.com/article/10.1007/s13399-024-05727-7,Article
Opposing gene regulatory programs governing myofiber development and maturation revealed at single nucleus resolution,Nature Communications,,,,10.1038/s41467-023-40073-8,Matthieu Dos SantosAkansha M. ShahYichi ZhangSvetlana BezprozvannayaKenian ChenLin XuWeichun LinJohn R. McAnallyRhonda Bassel-DubyNing LiuEric N. Olson,2023,https://link.springer.com/article/10.1038/s41467-023-40073-8,Article
Primitive macrophages induce sarcomeric maturation and functional enhancement of developing human cardiac microtissues via efferocytic pathways,Nature Cardiovascular Research,,,,10.1038/s44161-024-00471-7,Homaira HamidzadaSimon Pascual-GilQinghua WuGregory M. KentStéphane MasséCrystal KantoresUros KuzmanovM. Juliana Gomez-GarciaNaimeh RafatianRenée A. GormanMarianne WauchopWenliang ChenShira LandauTasnia SubhaMichael H. AtkinsYimu ZhaoErika BeroncalIan FernandesJared NanthakumarShabana VohraErika Y. WangTamilla Valdman SadikovBabak RazaniTracy L. McGahaAna C. AndreazzaAnthony GramoliniPeter H. BackxKumaraswamy NanthakumarMichael A. LaflammeGordon KellerMilica RadisicSlava Epelman,2024,https://link.springer.com/article/10.1038/s44161-024-00471-7,Article
Hmgb2 improves astrocyte to neuron conversion by increasing the chromatin accessibility of genes associated with neuronal maturation in a proneuronal factor-dependent manner,Genome Biology,,,,10.1186/s13059-025-03556-z,Priya MaddhesiyaTjasa LepkoAndrea Steiner-MezzardiJulia SchneiderVeronika SchwarzJuliane Merl-PhamFinja BergerStefanie M. HauckLorenza RonfaniMarco BianchiTatiana SimonAnthodesmi KrontiraGiacomo MasserdottiMagdalena GötzJovica Ninkovic,2025,https://link.springer.com/article/10.1186/s13059-025-03556-z,Article
Non-linear effects on the population performance of Bighead Carp under different maturation schedules,Biological Invasions,,,,10.1007/s10530-023-03126-z,Erik K. DeanD. Andrew R. DrakeNicholas E. Mandrak,2023,https://link.springer.com/article/10.1007/s10530-023-03126-z,Article
"The spermidine promotes maturation and tissue differentiation of somatic embryos of <i>Euterpe edulis</i> Martius, an endangered Atlantic Forest species",In Vitro Cellular & Developmental Biology - Plant,,,,10.1007/s11627-024-10473-6,Joana Silva CostaTamyris de MelloDébora Pellanda FagundesTatiane Dulcineia SilvaCaroline Palacio de AraujoIngridh Medeiros SimõesMariana Ribeiro de AlmeidaEduardo Santos CadeJoão Pedro Vieira Fraga de AssisEdilson Romais SchmildtWagner Campos OtoniAmir Ali KhoddamzadehClaudete Santa-CatarinaRodrigo Sobreira Alexandre,2024,https://link.springer.com/article/10.1007/s11627-024-10473-6,Article
Effects of Various Light-Emitting Diode Wavelengths on the Regulation and Control of Sexual Maturation in Abalone <i>Haliotis</i> <i>discus</i> <i>hannai</i>,Ocean Science Journal,,,,10.1007/s12601-025-00229-7,Kun Woo KimWon Chae JeongJin A. KimJi Yong ChoiJun-Hwan KimCheol Young Choi,2025,https://link.springer.com/article/10.1007/s12601-025-00229-7,Article
Effects of cold seawater pre-treatments on induction of early sexual maturation and sperm production in European eel (<i>Anguilla anguilla)</i>,Fish Physiology and Biochemistry,,,,10.1007/s10695-024-01402-w,L. FerrãoM. MoriniW. A. González-LopézV. GallegoA. FelipL. PérezJ. F. Asturiano,2024,https://link.springer.com/article/10.1007/s10695-024-01402-w,Article
The dose-dependent dual effects of alpha-ketoglutarate (AKG) on cumulus oocyte complexes during in vitro maturation,Cell Communication and Signaling,,,,10.1186/s12964-024-01827-z,Yunjie LiuXin XiaoLikai WangYao FuSongyang YaoXuening LiuBoda ChenJiarui GaoYaying ZhaiZixia ShenLaiqing YanYiwei WangPengyun JiBingyuan WangGuoshi Liu,2024,https://link.springer.com/article/10.1186/s12964-024-01827-z,Article
A Vascularized Human Organ Chip Reveals SARS-CoV-2 Susceptibility in Developmentally Guided Tissue Maturation,Cellular and Molecular Bioengineering,,,,10.1007/s12195-025-00851-4,Titilola D. KalejaiyeRohan BhattacharyaSamira Musah,2025,https://link.springer.com/article/10.1007/s12195-025-00851-4,Article
Gradient maturation experiment on hairs implies taphonomic changes in fossil hairs,Science China Earth Sciences,,,,10.1007/s11430-023-1461-8,Xin LiYibo ZhouTao ZhaoXingjian HeYanhong Pan,2024,https://link.springer.com/article/10.1007/s11430-023-1461-8,Article
"Maturation-stage dependent variations in physicochemical and functional properties of pectins extracted from peel, pulp, and whole fruit of ‘hongyang’ Kiwifruit",Journal of Food Measurement and Characterization,,,,10.1007/s11694-025-03543-9,Yuanyuan PengMengxue WangBaiqian WangChunrong LiYaxin LiuHailin DaiChaoyong KangDong LiangQiyang Y. ChenDan Wang,2025,https://link.springer.com/article/10.1007/s11694-025-03543-9,Article
Recurrent evolutionary switches of mitochondrial cytochrome <i>c</i> maturation systems in Archaeplastida,Nature Communications,,,,10.1038/s41467-024-45813-y,Huang LiSoujanya AkellaCarina EngstlerJoy J. OminiMoira RodriguezToshihiro ObataChris CarrieHeriberto CeruttiJeffrey P. Mower,2024,https://link.springer.com/article/10.1038/s41467-024-45813-y,Article
A small secreted protein NICOL regulates lumicrine-mediated sperm maturation and male fertility,Nature Communications,,,,10.1038/s41467-023-37984-x,Daiji KiyozumiKentaro ShimadaMichael ChalickChihiro EmoriMayo KodaniSeiya OuraTaichi NodaTsutomu EndoMartin M. MatzukDaniel H. WreschnerMasahito Ikawa,2023,https://link.springer.com/article/10.1038/s41467-023-37984-x,Article
Sexual Maturation,"L. S. Vygotsky's Pedological Works, Volume 3",,,,10.1007/978-981-19-2972-4_6,L. S. Vygotsky,2022,https://link.springer.com/chapter/10.1007/978-981-19-2972-4_6,Chapter
Identifying Biological and Biophysical Features of Different Maturation States of α-Synuclein Amyloid Fibrils,Protein Aggregation,,,,10.1007/978-1-0716-2597-2_22,Thomas SkamrisBente VestergaardKenneth L. MadsenAnnette E. LangkildeVito Foderà,2023,https://link.springer.com/chapter/10.1007/978-1-0716-2597-2_22,Protocol
SERCA2 regulates proinsulin processing and processing enzyme maturation in pancreatic beta cells,Diabetologia,,,,10.1007/s00125-023-05979-4,Hitoshi IidaTatsuyoshi KonoChih-Chun LeePreethi KrishnanMatthew C. ArvinStaci A. WeaverTimothy S. JarvelaRenato C. S. BrancoMadeline R. McLaughlinRobert N. BoneXin TongPeter ArvanIris LindbergCarmella Evans-Molina,2023,https://link.springer.com/article/10.1007/s00125-023-05979-4,Article
"Richness, types, and thermal maturation of organic matter of Jurassic to Eocene rocks of the offshore Coastal Basin, Tanzania",Journal of Sedimentary Environments,,,,10.1007/s43217-024-00204-7,Rachel A. Sabuni,2024,https://link.springer.com/article/10.1007/s43217-024-00204-7,Article
<i>In-situ</i> Fluid Phase Variation along the Thermal Maturation Gradient in Shale Petroleum Systems and Its Impact on Well Production Performance,Journal of Earth Science,,,,10.1007/s12583-022-1693-2,Qianyou WangWei YangYaohua LiZhenxue JiangMing WenRusi ZuoXin WangZixin XueYaohua Wang,2023,https://link.springer.com/article/10.1007/s12583-022-1693-2,Article
Generation of Fetal Intestinal Organoids and Their Maturation into Adult Intestinal Cells,Intestinal Differentiated Cells,,,,10.1007/978-1-0716-3076-1_11,Masamichi ImajoAkira HirotaShinya Tanaka,2023,https://link.springer.com/chapter/10.1007/978-1-0716-3076-1_11,Protocol
The Psychology of Sexual Maturation,"L. S. Vygotsky's Pedological Works, Volume 3",,,,10.1007/978-981-19-2972-4_7,L. S. Vygotsky,2022,https://link.springer.com/chapter/10.1007/978-981-19-2972-4_7,Chapter
Assembly and maturation of calf gut microbiome from neonate to post-puberty,Scientific Data,,,,10.1038/s41597-025-04677-7,Hyun Sik KimJae-Yun LeeTae Woong WhonJin-Woo Bae,2025,https://link.springer.com/article/10.1038/s41597-025-04677-7,Article
Inoculating exogenous bacterium <i>Brevibacillus laterosporus</i> ZR-11 at maturity stage accelerates composting maturation by regulating physicochemical parameters and indigenous bacterial community succession,Environmental Science and Pollution Research,,,,10.1007/s11356-023-30091-w,Li RenJieming LiHuifen LiZhonghui GuoJi LiYizhong Lv,2023,https://link.springer.com/article/10.1007/s11356-023-30091-w,Article
Experimental Data on Organic Matter Maturation in a Sample of Bazhenov Shale Formation (Western Siberia),Moscow University Geology Bulletin,,,,10.3103/S0145875223060157,G. G. SavostinA. G. KalmykovD. A. IvanovaG. A. Kalmykov,2023,https://link.springer.com/article/10.3103/S0145875223060157,Article
GPR55 in B cells limits atherosclerosis development and regulates plasma cell maturation,Nature Cardiovascular Research,,,,10.1038/s44161-022-00155-0,Raquel Guillamat-PratsDaniel HeringAbhishek DerleMartina RamiCarmen HärdtnerDonato SantovitoPetteri RinneLaura BindilaMichael HristovSabrina PaganoNicolas VuilleumierSofie SchmidAleksandar JanjicWolfgang EnardChristian WeberLars MaegdefesselAlexander FaussnerIngo HilgendorfSabine Steffens,2022,https://link.springer.com/article/10.1038/s44161-022-00155-0,Article
The Tmem16a chloride channel is required for mucin maturation after secretion from goblet-like cells in the <i>Xenopus tropicalis</i> tadpole skin,Scientific Reports,,,,10.1038/s41598-024-76482-y,Eamon DubaissiEmma N. HiltonSarah LilleyRichard CollinsCharlotte HoltPeter MarchHenry DanahayMartin GoslingRichard K GrencisIan S RobertsDavid J Thornton,2024,https://link.springer.com/article/10.1038/s41598-024-76482-y,Article
"Influences of habitat and seasonal changes on gonadal maturation of <i>Echinometra mathaei</i> (Echinodermata: Echinoidea) and <i>Tridacna squamosa</i> (Mollusca: Bivalvia) in the Red Sea, Egypt",Environmental Monitoring and Assessment,,,,10.1007/s10661-023-11713-9,Samaa G. El-SokkaryKhaleid F. Abd El-WakeilAhmad H. Obuid-AllahMohsen Y. Omer,2023,https://link.springer.com/article/10.1007/s10661-023-11713-9,Article
Second extracellular protease mediating maturation of <i>Vibrio mimicus</i>&#xa0;hemolysin,World Journal of Microbiology and Biotechnology,,,,10.1007/s11274-022-03436-9,Shin-ichi MiyoshiNorie TokoTetsuya DodoAyako NankoTamaki Mizuno,2022,https://link.springer.com/article/10.1007/s11274-022-03436-9,Article
Antibody Affinity and Stability Maturation by Error-Prone PCR,Phage Display,,,,10.1007/978-1-0716-3381-6_20,Nora LangrederDorina SchäckermannTobias UnkaufMaren SchubertAndré FrenzelFederico BertoglioMichael Hust,2023,https://link.springer.com/chapter/10.1007/978-1-0716-3381-6_20,Protocol
"Polycyclic aromatic hydrocarbons in the Rudramata shale member of Jhuran Formation, Kachchh Basin, western India: Insights on provenance and thermal maturation",Journal of Earth System Science,,,,10.1007/s12040-023-02077-2,Archchi SarkarUttam K BhuiSuryendu Dutta,2023,https://link.springer.com/article/10.1007/s12040-023-02077-2,Article
CDR grafting and site-directed mutagenesis approach for the generation and affinity maturation of Anti-CD20 nanobody,Molecular Biology Reports,,,,10.1007/s11033-024-09684-2,Mohammad Mehdi HeidariElham Anbar ShiraziSeyedeh Fatemeh CheraghiRoghayeh ShahshahaniTina RahnamaMehri Khatami,2024,https://link.springer.com/article/10.1007/s11033-024-09684-2,Article
Mechanistic investigation of human maturation of Okazaki fragments reveals slow kinetics,Nature Communications,,,,10.1038/s41467-022-34751-2,Vlad-Stefan RaducanuMuhammad TehseenAmani Al-AmodiLuay I. JoudehAlfredo De BiasioSamir M. Hamdan,2022,https://link.springer.com/article/10.1038/s41467-022-34751-2,Article
Morphological diversification and functional maturation of human astrocytes in glia-enriched cortical organoid transplanted in mouse brain,Nature Biotechnology,,,,10.1038/s41587-024-02157-8,Meiyan WangLei ZhangSammy Weiser NovakJingting YuIryna S. GallinaLynne L. XuChristina K. LimSarah FernandesMaxim N. ShokhirevApril E. WilliamsMonisha D. SaxenaShashank CoorapatiSarah L. ParylakCristian QuinteroElsa MolinaLeonardo R. AndradeUri ManorFred H. Gage,2024,https://link.springer.com/article/10.1038/s41587-024-02157-8,Article
"Structural, functional, and physiological properties of anti-(4-hydroxy-3-nitrophenyl)acetyl antibodies during the course of affinity maturation",Biophysical Reviews,,,,10.1007/s12551-022-01008-7,Masayuki Oda,2022,https://link.springer.com/article/10.1007/s12551-022-01008-7,Article
RETRACTED CHAPTER: Understanding Organic Matter Heterogeneity and Maturation Rate by Raman Spectroscopy,Advanced Methods in Petroleum Geochemistry,,,,10.1007/978-3-031-44405-0_4,Mehdi OstadhassanBodhisatwa Hazra,2024,https://link.springer.com/chapter/10.1007/978-3-031-44405-0_4,Chapter
Correction: Quantifying Microstrain of Quartz and Illite During Thermal Maturation of Organic Matter,Rock Mechanics and Rock Engineering,,,,10.1007/s00603-023-03606-7,Kouqi LiuBo LiuMehdi OstadhassanMajid Safaei-Farouji,2023,https://link.springer.com/article/10.1007/s00603-023-03606-7,Article
"Geometric characterization of subsurface igneous bodies and their impact on source-rock maturation in the Shushan Basin, northern Western Desert, Egypt",Euro-Mediterranean Journal for Environmental Integration,,,,10.1007/s41207-023-00427-6,Mohamed FagelnourMunir Elmahdy,2023,https://link.springer.com/article/10.1007/s41207-023-00427-6,Article
Deciphering the impact of <i>PROM1</i> alternative splicing on human photoreceptor development and maturation,Cell Death & Disease,,,,10.1038/s41419-024-07105-7,Marina Moya-MolinaBirthe DorgauEmily FloodStef J. F. LetteboerEsben LorentzenJonathan CoxheadGraham SmithRonald RoepmanSushma Nagaraja GrellscheidLyle ArmstrongMajlinda Lako,2024,https://link.springer.com/article/10.1038/s41419-024-07105-7,Article
Differential maturation and chaperone dependence of the paralogous protein kinases DYRK1A and DYRK1B,Scientific Reports,,,,10.1038/s41598-022-06423-0,Marco PapenfussSvenja LützowGerrit WilmsAaron BabendreyerMaren FlaßhoffConrad KunickWalter Becker,2022,https://link.springer.com/article/10.1038/s41598-022-06423-0,Article
"Thermal preferences of honey bee drones at different ages, depending on the rearing temperature",Apidologie,,,,10.1007/s13592-025-01162-3,Sylwia ŁopuchKrystyna Czekońska,2025,https://link.springer.com/article/10.1007/s13592-025-01162-3,Article
FAM72A degrades UNG2 through the GID/CTLH complex to promote mutagenic repair during antibody maturation,Nature Communications,,,,10.1038/s41467-024-52009-x,Philip BarbulescuChetan K. ChanaMatthew K. WongInes Ben MakhloufJeffrey P. BruceYuqing FengAlexander F. A. KeszeiCassandra WongRukshana Mohamad-RamshanLaura C. McGaryMohammad A. KashemDerek F. CeccarelliStephen OrlickyYifei FangHuihui KuangMohammad Mazhab-JafariRossanna C. PezoAshok S. BhagwatTrevor J. PughAnne-Claude GingrasFrank SicheriAlberto Martin,2024,https://link.springer.com/article/10.1038/s41467-024-52009-x,Article
Postnatal state transition of cardiomyocyte as a primary step in heart maturation,Protein & Cell,,,,10.1007/s13238-022-00908-4,Zheng LiFang YaoPeng YuDandan LiMingzhi ZhangLin MaoXiaomeng ShenZongna RenLi WangBingying Zhou,2022,https://link.springer.com/article/10.1007/s13238-022-00908-4,Article
Infant diarrheal disease in rhesus macaques impedes microbiome maturation and is linked to uncultured <i>Campylobacter</i> species,Communications Biology,,,,10.1038/s42003-023-05695-0,Nicholas S. RhoadesIsaac R. CincoSara M. HendricksonKamm ProngayAndrew J. HaertelGilberto E. FloresMark K. SlifkaIlhem Messaoudi,2024,https://link.springer.com/article/10.1038/s42003-023-05695-0,Article
Transcriptome and co-expression network analyses of key genes and pathways associated with differential abscisic acid accumulation during maize seed maturation,BMC Plant Biology,,,,10.1186/s12870-022-03751-1,Liangjie NiuCui DuWenrui WangMan ZhangWei WangHui LiuJinghua ZhangXiaolin Wu,2022,https://link.springer.com/article/10.1186/s12870-022-03751-1,Article
Long pentraxin 3 and vitamin D receptor mRNA expression pattern of cumulus granulosa cells isolated from PCOS oocytes at different stages of nuclear maturation,Reproductive Biology and Endocrinology,,,,10.1186/s12958-023-01176-5,Aynur ErsahinOnder CelikNur D. GungorNilufer CelikSureyya MelilMeltem YardimSemih DalkilicCenk ErsahinEce DogukarginSudenaz CelikRamazan F. Akkoc,2024,https://link.springer.com/article/10.1186/s12958-023-01176-5,Article
Triploidy induction and gonadal maturation in F<sub>1</sub> and backcross hybrids of <i>Epinephelus bruneus</i> and <i>Epinephelus lanceolatus</i>,Aquaculture International,,,,10.1007/s10499-025-02119-0,Ryuichiro AokiToru KobayashiKosuke KawaiShukei Masuma,2025,https://link.springer.com/article/10.1007/s10499-025-02119-0,Article
Behavioural thermoregulation prevents thermal stress in lizard sperm fertility,European Journal of Wildlife Research,,,,10.1007/s10344-024-01864-6,Miguel A. Domínguez-GodoyEdith Arenas-RíosDaniel Uriostegui-EscotoRosa Angélica LucioAníbal H. Díaz de la Vega-PérezFausto R. Méndez de la Cruz,2024,https://link.springer.com/article/10.1007/s10344-024-01864-6,Article
Two-dimensional Ti<sub>3</sub>C<sub>2</sub>T<sub>x</sub> MXene promotes electrophysiological maturation of neural circuits,Journal of Nanobiotechnology,,,,10.1186/s12951-022-01590-8,Yige LiYangnan HuHao WeiWei CaoYanru QiShan ZhouPanpan ZhangHuawei LiGeng-Lin LiRenjie Chai,2022,https://link.springer.com/article/10.1186/s12951-022-01590-8,Article
"Short-Term Maturation of Clays in a Chlorinated Sodic Mineral Water (Ain Echfa, Tunisia)","Recent Research on Geomorphology, Sedimentology, Marine Geosciences and Geochemistry",,,,10.1007/978-3-030-72547-1_65,Samir MeftehMounir Medhioub,2022,https://link.springer.com/chapter/10.1007/978-3-030-72547-1_65,Conference paper
The insect somatostatin pathway gates vitellogenesis progression during reproductive maturation and the post-mating response,Nature Communications,,,,10.1038/s41467-022-28592-2,Chen ZhangAnmo J. KimCrisalesandra Rivera-PerezFernando G. NoriegaYoung-Joon Kim,2022,https://link.springer.com/article/10.1038/s41467-022-28592-2,Article
