Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Biodiversity hotspots and threatened species under human influence in the Amazon continental shelf,Scientific Reports,,,,10.1038/s41598-025-11261-x,Alex Garcia Cavalleiro de Macedo KlautauAna Patricia Barros CordeiroRafael Anaisce das ChagasWagner Cesar Rosa dos SantosAlexandre Pires MarceniukPriscila Sousa Vilela da NóbregaJussara Moretto Martinelli-LemosIsrael Hidenburgo Aniceto CintraNathalia Santos Serrão de CastroCarlos Eduardo Matos Carvalho BastosFlávio de Almeida Alves-JuniorLarissa da Costa PinheiroBianca Bentes,2025,https://link.springer.com/article/10.1038/s41598-025-11261-x,Article
Why Can China Realize the Continental “Shale Oil Revolution”?,Journal of Earth Science,,,,10.1007/s12583-022-1745-7,Caineng ZouZhi YangGuoxin LiJianzhong LiXianyang LiuYong TangTao JiangYu YangXuefeng BaiSongqi PanMinghui LuZhengdong LeiBo Cai,2022,https://link.springer.com/article/10.1007/s12583-022-1745-7,Article
Geological and Geochemical History of the Formation of the Composition of Oil from the Pokur Formation of the Russkoye Oil Field in the West Siberian Oil and Gas Basin,Moscow University Geology Bulletin,,,,10.3103/S0145875224700406,P. N. ShishinaM. A. BolshakovaE. V. Soboleva,2024,https://link.springer.com/article/10.3103/S0145875224700406,Article
Reef Ecosystems in the Brazilian Continental Shelf,"Oceanography, Biodiversity, Fisheries and Conservation of Brazilian Continental Shelf Habitats",,,,10.1007/978-3-031-88338-5_5,Miguel MiesThomás BanhaRonaldo B. Francini-FilhoAmana G. GarridoLeandro F. A. SantosArthur Z. GüthMarcelo DottoriGuilherme O. LongoCarla Zilberberg,2025,https://link.springer.com/chapter/10.1007/978-3-031-88338-5_5,Chapter
Deltaic sedimentation mechanisms in the southern Tanzania continental margin and their influence on reservoir occurrence,Mediterranean Geoscience Reviews,,,,10.1007/s42990-024-00144-4,Elisante Elisaimon MshiuEmily Barnabas Kiswaka,2024,https://link.springer.com/article/10.1007/s42990-024-00144-4,Article
Oil Rivalries,Colonial and Postcolonial Oil Politics in the Persian Gulf,,,,10.1007/978-3-031-60780-6_9,Battal Doğan,2024,https://link.springer.com/chapter/10.1007/978-3-031-60780-6_9,Chapter
Fractal Characteristics of Natural Fractures in Continental Shale Reservoir and Their Effects on Permeability,Progress and Challenge of Porous Media: Proceedings of the 16th Annual Meeting Conference on Porous Media,,,,10.1007/978-981-96-2983-1_1,Xiaoming WangJunbin ChenDiguang Gong,2025,https://link.springer.com/chapter/10.1007/978-981-96-2983-1_1,Conference paper
Bathymetry of the Antarctic continental shelf and ice shelf cavities from circumpolar gravity anomalies and other data,Scientific Reports,,,,10.1038/s41598-024-81599-1,Raphaelle CharrassinRomain MillanEric RignotMirko Scheinert,2025,https://link.springer.com/article/10.1038/s41598-024-81599-1,Article
Pathways of surface oceanic water intrusion into the Amazon Continental Shelf,Ocean Dynamics,,,,10.1007/s10236-024-01606-x,Pedro Paulo de FreitasMauro CiranoCarlos Eduardo Peres TeixeiraMartinho Marta-AlmeidaFrancisco Flávio de Brito BorgesCamilo Andrés Guerrero-MartinVando José Costa Gomes,2024,https://link.springer.com/article/10.1007/s10236-024-01606-x,Article
Soft-Bottom Communities Along the SE Brazilian Continental Shelf,"Oceanography, Biodiversity, Fisheries and Conservation of Brazilian Continental Shelf Habitats",,,,10.1007/978-3-031-88338-5_3,Maurício ShimabukuroOrlemir CarreretteArthur Z. GüthGilberto BergamoPaulo Yukio Gomes Sumida,2025,https://link.springer.com/chapter/10.1007/978-3-031-88338-5_3,Chapter
Large-scale groundwater flow and sedimentary diagenesis in continental shelves influence marine chemical budgets,Nature Communications,,,,10.1038/s41467-024-44919-7,Alicia M. WilsonAndrew OsborneScott M. White,2024,https://link.springer.com/article/10.1038/s41467-024-44919-7,Article
Progress and Research Direction of Enhanced Oil Recovery Technology in Bohai Oilfield,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-5158-0_58,Hui CaiDong LiuJie TanChun-yan LiuPengfei Mu,2025,https://link.springer.com/chapter/10.1007/978-981-96-5158-0_58,Conference paper
Histopathology reveals environmental stress in dusky flounder <i>Syacium papillosum</i> of the Yucatan Peninsula continental shelf,Environmental Monitoring and Assessment,,,,10.1007/s10661-024-12996-2,Eunice Danilú Couoh-PugaMaría Cristina Chávez-SánchezVíctor Manuel Vidal-MartínezGerardo Gold-BouchotOscar Arturo Centeno-ChaléM.Leopoldina Aguirre-Macedo,2024,https://link.springer.com/article/10.1007/s10661-024-12996-2,Article
The innovation and practice of shale oil development system engineering management based on dialectical relationships: A case study of Gulong shale oil in Daqing oilfield,Frontiers of Engineering Management,,,,10.1007/s42524-024-3072-4,Zhengdong LeiTongwen JiangHe ZhangRukai ZhuGuosheng ZhangSiwei MengJian SuHe Liu,2024,https://link.springer.com/article/10.1007/s42524-024-3072-4,Article
Experimental Investigation on the Characteristics of Microscopic Pore Structure and Spontaneous Imbibition of Chang 7 Continental Shale Oil Reservoir,Proceedings of the International Field Exploration and Development Conference 2022,,,,10.1007/978-981-99-1964-2_542,Jian-hong ZhuJun-bin ChenZhi-wei GongTuan-qi YaoXiao-ming WangXiang-rong Nie,2023,https://link.springer.com/chapter/10.1007/978-981-99-1964-2_542,Conference paper
Modelling fuel oil transformation on geographically different seacoasts and assessing their self-cleansing capacity,Environmental Science and Pollution Research,,,,10.1007/s11356-024-32902-0,Andrey N. KuznetsovPaul Fattal,2024,https://link.springer.com/article/10.1007/s11356-024-32902-0,Article
Modern Distribution and Verification of Detected Natural Oil Seeps in the Azov–Black Sea Basin,Oceanology,,,,10.1134/S000143702570002X,S. K. KlimenkoA. Yu. Ivanov,2025,https://link.springer.com/article/10.1134/S000143702570002X,Article
"Triassic Deposits in the Caspian Region: Structure, Tectonic Settings, Sedimentary Environments, and Oil-and-Gas Potential",Lithology and Mineral Resources,,,,10.1134/S0024490224700743,M. P. AntipovV. A. BykadorovYu. A. VolozhI. S. PatinaV. V. FominaF. M. Bars,2024,https://link.springer.com/article/10.1134/S0024490224700743,Article
Compositions and Distributions of Secondary Organic Aerosols and Their Tracers over the Pearl River Estuary Region Influenced by Continental and Marine Air Masses,Advances in Atmospheric Sciences,,,,10.1007/s00376-024-4329-x,Zhenhao LingJunlin HuangLiqing WuYee Jun ThamGuizhen FangBing WuLili MingXuemei WangXiang Ding,2025,https://link.springer.com/article/10.1007/s00376-024-4329-x,Article
Enhanced Oil Recovery Mechanisms and Performance by CO2 Huff-n-Puff in Carboniferous Volcanic Oil Reservoirs,Proceedings of 2024 International Conference on Energy Engineering,,,,10.1007/978-981-96-6444-3_21,Sai LiuGen KouBo ZhouBaoxing LiangQingxiang LouYun WeiWenwen LiuYongming HeYanyong Wang,2025,https://link.springer.com/chapter/10.1007/978-981-96-6444-3_21,Conference paper
Study and Analysis of Normalized Production Decline in Shale Oil,Chemistry and Technology of Fuels and Oils,,,,10.1007/s10553-025-01851-w,Chenghua OuBang DuPeipei GuoShixuan PengChenggang Liang,2025,https://link.springer.com/article/10.1007/s10553-025-01851-w,Article
Proven and Potential Microbial Contributions to the Gulong Shale Oil,Journal of Earth Science,,,,10.1007/s12583-024-2020-x,Huajian WangYunyang WanYuke LiuJinyou ZhangShuichang Zhang,2024,https://link.springer.com/article/10.1007/s12583-024-2020-x,Article
Challenges and perspectives in applying the environmental sensitivity index to pipelines: a review on the prevention and management of oil spills disasters,Environmental Monitoring and Assessment,,,,10.1007/s10661-023-12034-7,Vinicius Queiroz VelosoFabio Augusto Gomes Vieira ReisVictor Carvalho CabralLucilia do Carmo GiordanoClaudia Vanessa Corrêa dos SantosCaiubi Emanuel Souza Kuhn,2023,https://link.springer.com/article/10.1007/s10661-023-12034-7,Article
Geodynamic models of Indian continental flat slab subduction with implications for the topography of the Himalaya-Tibet region,Scientific Reports,,,,10.1038/s41598-024-52709-w,K. XueW. P. SchellartV. Strak,2024,https://link.springer.com/article/10.1038/s41598-024-52709-w,Article
Impacts of Oil and Gas Exploration,Arctic Marine Ecotoxicology,,,,10.1007/978-3-031-73584-4_9,Sunday Adewale OlaleyePatrick Omoregie IsiborDavid Osagie AgbontaenTunde Ohiokhioya ImoobeIfeoluwa Ihotu Kayode-Edwards,2024,https://link.springer.com/chapter/10.1007/978-3-031-73584-4_9,Chapter
Research and Application of Key Techniques in Drilling Horizontal Wells for Shale Oil in Jilin Oil Field,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-4922-8_70,Jun HeQi LiXue-song ZhaoLei GaoYun-fei Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-4922-8_70,Conference paper
Federalism and Oil Conflict in Nigeria,Natural Resources and Conflict Dynamics in Federal Countries,,,,10.1007/978-3-031-34988-1_4,Eyene Okpanachi,2025,https://link.springer.com/chapter/10.1007/978-3-031-34988-1_4,Chapter
Barremian–Albian unconventional shale oil and wet gas resource systems in northeastern Tunisia,Euro-Mediterranean Journal for Environmental Integration,,,,10.1007/s41207-024-00619-8,Rachida TalbiAhlem AmriAfef HermiReginal SpillerRaymond Levey,2024,https://link.springer.com/article/10.1007/s41207-024-00619-8,Article
Evaluation of Unconventional&#xa0;Shale Oil&#xa0;and Gas Resource,Quantitative Evaluation of the Whole Petroleum System,,,,10.1007/978-981-99-0325-2_9,Xiongqi Pang,2023,https://link.springer.com/chapter/10.1007/978-981-99-0325-2_9,Chapter
Oil Governance and the African Union Silencing the Guns Agenda,"Silencing the Guns, Volume 2",,,,10.1007/978-981-96-7159-5_6,Victor OjakorotuIgwe Kelechi Njoku,2025,https://link.springer.com/chapter/10.1007/978-981-96-7159-5_6,Chapter
Assessment of tidal current potential in the Amapá’s inner continental shelf (Eastern Amazonia - Brazil),Ocean Dynamics,,,,10.1007/s10236-024-01636-5,Robert Willian Queiroz FariasMaamar El -RobriniOsvaldo Ronald Saavedra,2024,https://link.springer.com/article/10.1007/s10236-024-01636-5,Article
"Textural and geochemical evaluation of the surface sediments from the continental shelf of Southwestern Bay of Bengal, India",Arabian Journal of Geosciences,,,,10.1007/s12517-024-12055-7,Harikrishnan SadanandanSenthil Nathan DharmalingamMouttoucomarassamy SridharanJiyadh ThanveerGopika GopakumarOm Swaroop Mohanty,2024,https://link.springer.com/article/10.1007/s12517-024-12055-7,Article
Fracture propagation characteristics of layered shale oil reservoirs with dense laminas under cyclic pressure shock fracturing,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,,,,10.1007/s40948-024-00879-2,Xiaohuan ZhangShicheng ZhangYushi ZouHaizheng JiaJianmin LiShan Wu,2024,https://link.springer.com/article/10.1007/s40948-024-00879-2,Article
"The source-to-sink system in continental rift lacustrine basins of the Nantun Formation in X Sag of the Tamtsag Basin, Mongolia",Scientific Reports,,,,10.1038/s41598-025-11451-7,Liyuan LiuZongbao LiuRongsheng ZhaoLin CongXingquan LiuShiwei XinZihao Mu,2025,https://link.springer.com/article/10.1038/s41598-025-11451-7,Article
"Investigation of the effect of initial structure and loading condition on the deformation, strength, and failure characteristics of continental shale",Geomechanics and Geophysics for Geo-Energy and Geo-Resources,,,,10.1007/s40948-022-00521-z,Yongting DuanXia-Ting FengXiao LiPathegama Gamage RanjithBaicun YangLiangjie GuYu Li,2022,https://link.springer.com/article/10.1007/s40948-022-00521-z,Article
"Tectonic Basis for Oil and Gas Potential in the North Kara Prospective Oil and Gas Region (Western Arctic, Russia)",Geotectonics,,,,10.1134/S0016852124700122,A. K. TarasenkoA. K. AlekseevaYu. N. KhohlovaN. Yu. Inshakova,2024,https://link.springer.com/article/10.1134/S0016852124700122,Article
The Characteristics of Differential Sedimentary Filling Under the Activity of Boundary Faults in Continental Faulted Lake Basins,Chemistry and Technology of Fuels and Oils,,,,10.1007/s10553-025-01897-w,Xuntao YuJiaxue PeiBo RanYunlong FuJiaming ZhangLiang HaoYunfeng Zhang,2025,https://link.springer.com/article/10.1007/s10553-025-01897-w,Article
Giant Oil and Gas Discoveries and Implications in Africa in 21st Century,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-2706-6_55,Hong-pu ZhouJi-guo LiuBu-qing ShiKun-ye XiaoYan-qun QinFeng-yun ZhengZao-hong LiGao-jie Xiao,2025,https://link.springer.com/chapter/10.1007/978-981-96-2706-6_55,Conference paper
Some Approaches to the Assessment of Shale Oil and Gas Resources,Chemistry and Technology of Fuels and Oils,,,,10.1007/s10553-024-01686-x,Kena YangChi DongBinhui LiZhongchi ShenJian Zhang,2024,https://link.springer.com/article/10.1007/s10553-024-01686-x,Article
The control of Moho uplift over the distribution of the oil-gas-rich sag belt in the Beibu Gulf Basin,Acta Oceanologica Sinica,,,,10.1007/s13131-025-2481-5,Lin WangYing ChenWanyin WangZhizhao Bai,2025,https://link.springer.com/article/10.1007/s13131-025-2481-5,Article
"Influence of lithospheric thickness distribution on oil and gas basins, China seas and adjacent areas",Acta Oceanologica Sinica,,,,10.1007/s13131-024-2342-7,Jing MaWanyin WangHermann ZeyenYimi ZhangZhongsheng LiTao HeDingding Wang,2024,https://link.springer.com/article/10.1007/s13131-024-2342-7,Article
The Continental Shift,Competing Visions,,,,10.1007/978-3-031-74685-7_3,Paul DobrescuFlavia Durach,2025,https://link.springer.com/chapter/10.1007/978-3-031-74685-7_3,Chapter
"Geochemistry of oil seepages and Paleocene organic-rich shale deposits from the onshore East Coast Basin in New Zealand: implications for characteristics, origin and oil-source rock correlation",Journal of Petroleum Exploration and Production Technology,,,,10.1007/s13202-025-02059-8,Mohammed Hail HakimiMahdi Ali LathblAkm Eahsanul HaqueAref LashinAfikah RahimAtif M. AbassWaqas NaseemKhan Sibtain Bin AltafMaria Rafique,2025,https://link.springer.com/article/10.1007/s13202-025-02059-8,Article
"Accumulation mechanisms of nonmarine shale oil in China: A case study of the Shahejie Formation in Raoyang Sag, Bohai Bay Basin",Science China Earth Sciences,,,,10.1007/s11430-024-1585-1,Yongbo WeiQuanyou LiuShuangfang LuRixin ZhaoZhaojing SongYicheng Mou,2025,https://link.springer.com/article/10.1007/s11430-024-1585-1,Article
Aerial imagery dataset of lost oil wells,Scientific Data,,,,10.1038/s41597-024-03820-0,Anastasiia KimTeeratorn KadeethumChristine DownsHari S. ViswanathanDaniel O’Malley,2024,https://link.springer.com/article/10.1038/s41597-024-03820-0,Article
Favorable Conditions for Oil Generation in Nonmarine Source Rocks,Theory and Simulation Experimental Technology of Oil Generation From Nonmarine Source Rocks in China,,,,10.1007/978-981-96-3145-2_10,Defan GuanZhongliang MaYongqiang Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-3145-2_10,Chapter
Second Life of Offshore Oil and Gas Platforms,Power Technology and Engineering,,,,10.1007/s10749-025-01849-8,A. A. ChalkinaA. V. Lobanov,2024,https://link.springer.com/article/10.1007/s10749-025-01849-8,Article
The Offshore Oil Exploration Industry and Archaeology in the Gulf of Mexico,Journal of Maritime Archaeology,,,,10.1007/s11457-023-09376-1,Douglas Jones,2023,https://link.springer.com/article/10.1007/s11457-023-09376-1,Article
The Current Status and Prospects of Global Deepwater Oil and Gas Development Technologies,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-2900-8_5,Zhao-peng YangYun-bo LiQiangsheng HaoLi-juan Wang,2025,https://link.springer.com/chapter/10.1007/978-981-96-2900-8_5,Conference paper
Study on Identification of Shale Oil Lithofacies Based on Quantitative Macrostructure Characterization Through Electrical Imaging,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-2363-1_21,Li-ying XuZhen-lin LiXue HanYan-hong GouYan-long BinXu-nan Jia,2025,https://link.springer.com/chapter/10.1007/978-981-96-2363-1_21,Conference paper
"Methane adsorption effected by pore structure of overmature continental shale: Lower Cretaceous Shahezi Formation, Xujiaweizi Fault, Songliao Basin",Frontiers of Earth Science,,,,10.1007/s11707-022-1051-9,Pengfei ZhangShuangfang LuNengwu ZhouZizhi LinXiangchun ChangJunjian ZhangGuo ChenYumao PangJunjie WangHongsheng HuangQi Zhi,2023,https://link.springer.com/article/10.1007/s11707-022-1051-9,Article
Composition of Linseed Oil: Major and Minor Components,Dynamics of Linseed and its Valorization,,,,10.1007/978-981-96-8927-9_6,Himanshi MadanRajni ChopraMonika Chand,2025,https://link.springer.com/chapter/10.1007/978-981-96-8927-9_6,Chapter
Senegalo-Mauritanian basin: a new emerging oil and gas province in the West African passive margin,Arabian Journal of Geosciences,,,,10.1007/s12517-024-12040-0,Ndeye Khady NdiayeMatthew Essien NtonCheikh Abdoul Kader FofanaThierno Seydou LyArsene Frederic Boissy,2024,https://link.springer.com/article/10.1007/s12517-024-12040-0,Article
Collaboration in Supply Logistics for&#xa0;Offshore Oil and Gas Installations,Operations Research Proceedings 2023,,,,10.1007/978-3-031-58405-3_12,Andreas Breivik OrmevikKjetil FagerholtFrank Meisel,2025,https://link.springer.com/chapter/10.1007/978-3-031-58405-3_12,Conference paper
Experiment and Stage Understanding of Shale Oil Development Field in the United States,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-5226-6_113,Zhao Mengyun,2025,https://link.springer.com/chapter/10.1007/978-981-96-5226-6_113,Conference paper
"Study on Evaluation Methods, Selection and Applicability of Key Parameters of Typical Shale Oil Resources",Chemistry and Technology of Fuels and Oils,,,,10.1007/s10553-025-01883-2,Xiujuan WangXiao HuiXianyang LiuZhongyi ZhangJihong LiYalin QiDongxia Chen,2025,https://link.springer.com/article/10.1007/s10553-025-01883-2,Article
The asymmetric effect of oil price on ecological footprint: evidence from oil-producing African countries,Sustainable Energy Research,,,,10.1186/s40807-023-00087-8,Adewale Samuel HassanDavid Mhlanga,2023,https://link.springer.com/article/10.1186/s40807-023-00087-8,Article
Natural radionuclides and oil products in river sediments and assessment of their impact on health in areas of intensive oil production (Timan-Pechora province of North–West Russia),Environmental Geochemistry and Health,,,,10.1007/s10653-025-02709-0,Andrey PuchkovEvgeny YakovlevSergey DruzhininSergey ZykovVladimir BykovNikolay Klimovskiy,2025,https://link.springer.com/article/10.1007/s10653-025-02709-0,Article
Oil and Gas Exploration in Zimbabwe,The Palgrave Encyclopedia of Sustainable Resources and Ecosystem Resilience,,,,10.1007/978-3-030-67776-3_38-1,Innocent ChirisaWendy Wadzanai TsoriyoHalleluah ChirisaRoselin Katsande-NcubeRumbidzai Mpahlo,2024,https://link.springer.com/rwe/10.1007/978-3-030-67776-3_38-1,Living reference work entry
Spatial and&#xa0;Temporal Variability of Natural Oil Slick Trajectories on&#xa0;the&#xa0;Sea Surface of&#xa0;the&#xa0;South Caspian Sea Revealed by&#xa0;Satellite Data,Cosmic Research,,,,10.1134/S001095252460118X,M. I. MityaginaO. Yu. Lavrova,2024,https://link.springer.com/article/10.1134/S001095252460118X,Article
Experimental Study on the Characteristics and Diagenetic Processes of Typical Tight Oil Reservoirs,Chemistry and Technology of Fuels and Oils,,,,10.1007/s10553-025-01808-z,Shun GuoChao GaoChao DingJintao YinYanping LuZhanhong QianCheng Huang,2025,https://link.springer.com/article/10.1007/s10553-025-01808-z,Article
"Identifying New Oil and Gas Exploration Targets Using Machine Learning in Java Island, Indonesia",Journal of the Indian Society of Remote Sensing,,,,10.1007/s12524-025-02170-7,Tri Muji SusantoroKetut WikantikaSuliantara SuliantaraAgung Budi HartoYenni VetritaHerru Lastiadi SetiawanGatot NugrohoAhmad Luthfi Hadiyanto,2025,https://link.springer.com/article/10.1007/s12524-025-02170-7,Article
Planning for a pinniped response during a marine oil spill,Environmental Science and Pollution Research,,,,10.1007/s11356-025-36192-y,A. A. HallB. L. ChilversJ. S. Weir,2025,https://link.springer.com/article/10.1007/s11356-025-36192-y,Article
Analysis of the Correlation between the Strike Direction of Oil-Gas Accumulations and Fault Systems in the Western South China Sea,Russian Journal of Pacific Geology,,,,10.1134/S1819714024700428,Tran Tuan DungR. G. KulinichTran Tuan DuongNguyen Van SangNguyen Quang MinhTran Trong LapNguyen Ba Dai,2024,https://link.springer.com/article/10.1134/S1819714024700428,Article
"Levels of Selected Trace Elements in Crested Caracara (<i>Caracara plancus)</i> Nestlings Near Oil Production Plants in Southern Patagonia, Santa Cruz Province, Argentina",Archives of Environmental Contamination and Toxicology,,,,10.1007/s00244-025-01152-7,Nadia E. OrtegaAgustin I. QuagliaNadia C. BachMaite B. AmorosRaúl A. GilMiguel D. SaggeseFabricio D. Cid,2025,https://link.springer.com/article/10.1007/s00244-025-01152-7,Article
