Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Formation process of extremely thick coal seams in terrestrial basin: a case study from Saishiteng Coalfield, northern Qaidam Basin, China",Frontiers of Earth Science,,,,10.1007/s11707-024-1138-6,Haihai HouXiangqin HuangGuodong LiangQian He,2025,https://link.springer.com/article/10.1007/s11707-024-1138-6,Article
"Organic petrographic and mineralogical composition of the No. 6 coal seam of the Soutpansberg Coalfield, South Africa: Insights into paleovegetation and depositional environment",International Journal of Coal Science & Technology,,,,10.1007/s40789-024-00698-6,Sanki BiswasNicola J. WagnerOfentse M. Moroeng,2024,https://link.springer.com/article/10.1007/s40789-024-00698-6,Article
"Signature of marine influence on Ramnagar coal, Barakar Formation, Raniganj Basin, India",Arabian Journal of Geosciences,,,,10.1007/s12517-023-11539-2,Sudipto BanerjeeSandip BandyopadhyayDhiren Kumar Ruidas,2023,https://link.springer.com/article/10.1007/s12517-023-11539-2,Article
"Developing Additives Based on Russian Coal for the Thermal Hydrocracking of Heavy Tar. 1. Coal Petrography, Complex and Elemental Analysis",Coke and Chemistry,,,,10.3103/S1068364X23700965,Z. R. IsmagilovA. K. ShigabutdinovV. V. PresnyakovM. R. IdrisovA. A. KhramovA. S. UrazaykinK. S. VotolinR. P. KolmykovO. M. GavrilyukN. I. Federova,2023,https://link.springer.com/article/10.3103/S1068364X23700965,Article
Geochemical and petrological studies of high sulfur coal and overburden from Makum coalfield (Northeast India) towards understanding and mitigation of acid mine drainage,International Journal of Coal Science & Technology,,,,10.1007/s40789-023-00658-6,Angana MahantaDebashis SarmahNilotpol BhuyanMonikankana SaikiaSarat PhukanK. S. V. SubramanyamAjit SinghPrasenjit SaikiaBinoy K. Saikia,2024,https://link.springer.com/article/10.1007/s40789-023-00658-6,Article
"Organic petrology and geochemistry of the Upper Ordovician-Lower Silurian Renheqiao Formation shales of the Baoshan Block, western Yunnan, China",International Journal of Coal Science & Technology,,,,10.1007/s40789-025-00795-0,Yinlong WangDetian YanBei LiuHaijiao FuQingling JiangYin YuanHui Tian,2025,https://link.springer.com/article/10.1007/s40789-025-00795-0,Article
The Transformation Stages of Organic Matter from the Tutleim Formation Rocks with Respect to its Maceral Composition,Moscow University Geology Bulletin,,,,10.3103/S0145875222010112,D. A. MarunovaN. V. ProninaA. G. KalmykovD. A. IvanovaG. A. Kalmykov,2022,https://link.springer.com/article/10.3103/S0145875222010112,Article
The role of water in the laboratory thermal advancement of immature type I kerogen from the Cretaceous Qingshankou Formation in China,Scientific Reports,,,,10.1038/s41598-023-38013-z,Majid Safaei-FaroujiThomas GentzisBo LiuZhongliang MaLiu WangYaohui XuMehdi Ostadhassan,2023,https://link.springer.com/article/10.1038/s41598-023-38013-z,Article
Rheology of Coal at Particle Level Characterized by Nanoindentation,Natural Resources Research,,,,10.1007/s11053-023-10188-2,Yuke LiuChao YangJianfeng WangYongqiang XiongPing’an Peng,2023,https://link.springer.com/article/10.1007/s11053-023-10188-2,Article
"Characters of Liptinites in Different Seams of Talcher Coalfield, Odisha, India",Journal of the Geological Society of India,,,,10.1007/s12594-022-1958-5,Rajesh BhattaNilima DashBibhuranjan Nayak,2022,https://link.springer.com/article/10.1007/s12594-022-1958-5,Article
Tertiary Himalayan Coal-bearing Sequences of India: A Reappraisal of their Evolutionary Consequences,Journal of the Geological Society of India,,,,10.1007/s12594-022-2240-6,Prakash K. SinghB. P. SinghAlok K. SinghG. P. Singh,2022,https://link.springer.com/article/10.1007/s12594-022-2240-6,Article
"Paleodepositional and Hydrocarbon Source-Rock Characteristics of the Sonari Succession (Paleocene), Barmer Basin, NW India: Implications from Petrography and Geochemistry",Natural Resources Research,,,,10.1007/s11053-022-10079-y,Vikram P. SinghBhagwan D. SinghRuncie P. MathewsAlpana SinghVinod A. MendheSubhashree MishraMollika Banerjee,2022,https://link.springer.com/article/10.1007/s11053-022-10079-y,Article
An Investigation of the Relationship Between Raw Coal Caking Characteristics and Its Petrographic Properties,"Characterization of Minerals, Metals, and Materials 2022",,,,10.1007/978-3-030-92373-0_18,Yucen KuangWei RenLechi ZhangShengfu Zhang,2022,https://link.springer.com/chapter/10.1007/978-3-030-92373-0_18,Conference paper
Humic Substances from Oxidized and Unoxidized Coal,Coke and Chemistry,,,,10.3103/S1068364X24600052,K. S. VotolinS. I. ZherebtsovK. M. ShpakodraevA. L. PykinD. D. Shaymukhametova,2024,https://link.springer.com/article/10.3103/S1068364X24600052,Article
Determination of a normal orogenic palaeo-geothermal gradient with clay mineral and organic matter indices: a review,Swiss Journal of Geosciences,,,,10.1186/s00015-024-00460-9,Rafael Ferreiro MählmannMeinert RahnSébastien PotelLan Nguyen-ThanhRainer Petschick,2024,https://link.springer.com/article/10.1186/s00015-024-00460-9,Article
Kerogen Kinetic Distributions and Simulations Provide Insights into Petroleum Transformation Fraction (TF) Profiles of Organic-Rich Shales,Journal of Earth Science,,,,10.1007/s12583-024-1981-0,David A. Wood,2024,https://link.springer.com/article/10.1007/s12583-024-1981-0,Article
"Paleoenvironmental, paleovegetational, and paleoclimatic changes during Paleogene lignite formation in Rajasthan, India",Arabian Journal of Geosciences,,,,10.1007/s12517-021-08638-3,Alok KumarAlok K. SinghDebajyoti PaulAbhishek Kumar,2021,https://link.springer.com/article/10.1007/s12517-021-08638-3,Article
Coal Seam Correlation in Terrestrial Basins by Sequence Stratigraphy and Its Implications for Paleoclimate and Paleoenvironment Evolution,Journal of Earth Science,,,,10.1007/s12583-020-1069-4,Haihai HouLongyi ShaoYue TangYanan LiGuodong LiangYilin XinJiaqiang Zhang,2023,https://link.springer.com/article/10.1007/s12583-020-1069-4,Article
"Geochemical and petrographical fingerprints of coal bed methane potential in the Son-valley Basin, India",Arabian Journal of Geosciences,,,,10.1007/s12517-022-11007-3,Susheel KumarAtul Kumar VarmaVinod Atmaram MendheShikhar KumarUday Bhan,2022,https://link.springer.com/article/10.1007/s12517-022-11007-3,Article
"The evolution of coal, examining the transitions from anthracite to natural graphite: a spectroscopy and optical microscopy evaluation",Frontiers of Earth Science,,,,10.1007/s11707-021-0967-4,Liang YuanQinfu LiuKuo LiYing QuanXiaoguang LiJonathan P. Mathews,2022,https://link.springer.com/article/10.1007/s11707-021-0967-4,Article
"Paleodepositional environment and source rock potential of Paleogene lignite and shale horizons in the Saurashtra Basin, Western India",International Journal of Coal Science & Technology,,,,10.1007/s40789-025-00810-4,Alok KumarKhairul Azlan MustaphaVikram Partap SinghBodhisatwa HazraP. GopinathanRuncie P. Mathews,2025,https://link.springer.com/article/10.1007/s40789-025-00810-4,Article
"Structural and maturity evolution of lignite using Raman spectroscopy and organic petrology of the Barmer basin, Rajasthan, India",Environmental Geochemistry and Health,,,,10.1007/s10653-025-02638-y,Om Prakash KumarP. GopinathanAmiya S. NaikPramod K. RajakGovind KumarNeeraj K. UpadhayayAmit KarmakarT. Subramani,2025,https://link.springer.com/article/10.1007/s10653-025-02638-y,Article
The gradual subduction-collision evolution model of Proto-South China Sea and its control on oil and gas,Acta Oceanologica Sinica,,,,10.1007/s13131-022-2132-z,Xiaojun XieWu TangGongcheng ZhangZhigang ZhaoShuang SongShixiang LiuYibo WangJia Guo,2023,https://link.springer.com/article/10.1007/s13131-022-2132-z,Article
Application of Palynology in Petroleum and Coal Exploration,Applications of Palynology in Stratigraphy and Climate Studies,,,,10.1007/978-3-031-51877-5_12,Bandana SamantAbhilash SenNeha Thakre,2024,https://link.springer.com/chapter/10.1007/978-3-031-51877-5_12,Chapter
"Organic geochemical and petrological investigations of the upper miocene bongaya formation in the pitas, onshore sabah basin, and its relevance for hydrocarbon potential",Journal of Petroleum Exploration and Production Technology,,,,10.1007/s13202-024-01843-2,Nor Aainaa Farhana AzamKhairul Azlan MustaphaMohammed Hail Hakimi,2024,https://link.springer.com/article/10.1007/s13202-024-01843-2,Article
The Variability of the Kinetic Characteristics of Organic Matter of the Bazhenov Formation Based on the Example of Core Material from a Well in the Center of Western Siberia,Moscow University Geology Bulletin,,,,10.3103/S0145875225700255,G. G. SavostinM. L. MakhnutinaM. O. KostyshinaYu. A. KotochkovaT. V. GrigorenkoD. A. GriaznovaO. A. EmelyanenkoA. G. KalmykovG. A. Kalmykov,2025,https://link.springer.com/article/10.3103/S0145875225700255,Article
"Petrographic composition of coal within the Benue Trough, Nigeria and a consideration of the paleodepositional setting",International Journal of Coal Science & Technology,,,,10.1007/s40789-022-00500-5,A. D. MangsN. J. WagnerO. M. MoroengU. A. Lar,2022,https://link.springer.com/article/10.1007/s40789-022-00500-5,Article
"Organic geochemistry and petrology of organic-rich shales within Eocene evaporite sequences in the Kohat Basin, Pakistan",Journal of Sedimentary Environments,,,,10.1007/s43217-025-00248-3,Naqib-UllahKhairul Azlan MustaphaNimat Ullah KhattakMutasim Sami OsmanNasar Khan,2025,https://link.springer.com/article/10.1007/s43217-025-00248-3,Article
"Source rock potential assessment of the Huai Hin Lat Formation, Sap Phlu Basin, Nakhon Ratchasima Province, northeastern Thailand",Acta Geochimica,,,,10.1007/s11631-022-00569-4,Boonnarong ArsairaiQinglai FengChongpan ChonglakmaniSakchai Glumglomjit,2022,https://link.springer.com/article/10.1007/s11631-022-00569-4,Article
Imaging and Visualization,Unconventional Hydrocarbon Reservoirs: Coal and Shale,,,,10.1007/978-3-031-53484-3_4,Bodhisatwa HazraDebanjan ChandraVikram Vishal,2024,https://link.springer.com/chapter/10.1007/978-3-031-53484-3_4,Chapter
"Joint analysis using geomechanics<span>, </span>computed X-ray tomography and petrography based on coal samples from a carboniferous basin in Poland",Bulletin of Engineering Geology and the Environment,,,,10.1007/s10064-022-02577-3,E. PuskarczykP. Krakowska-MadejskaM. DohnalikI. Jelonek,2022,https://link.springer.com/article/10.1007/s10064-022-02577-3,Article
The Evolution of Bioclasts during Catagenesis in Rocks of the Bazhenov Formation in the Territory of the Frolov Oil and Gas Region,Moscow University Geology Bulletin,,,,10.3103/S014587522306011X,D. A. MarunovaN. V. ProninaA. G. KalmykovD. A. IvanovaG. G. SavostinA. P. VaitechovichG. A. Kalmykov,2023,https://link.springer.com/article/10.3103/S014587522306011X,Article
Lignite of Western Rajasthan as a Source Rock for Hydrocarbons,"Geosciences of the Rajasthan Basins, India",,,,10.1007/978-981-96-3005-9_2,Alok KumarKhairul Azlan MustaphaAlok K. Singh,2025,https://link.springer.com/chapter/10.1007/978-981-96-3005-9_2,Chapter
"Organic Petrological Facets and the Evolution of Paleomire, Matasukh Lignite Deposits, Rajasthan, India",Journal of the Geological Society of India,,,,10.1007/s12594-023-2484-9,A. S. NaikVishvajeet SinghD. MohantyR. K. MajhiGovind KumarN. UpadhyayManju KumariShweta Rai,2023,https://link.springer.com/article/10.1007/s12594-023-2484-9,Article
Wildfires in Late Paleozoic Strata in Brazil,Brazilian Paleofloras,,,,10.1007/978-3-030-22526-1_21,André JasperDieter UhlJose Rafael Wanderley BenícioRafael SpiekermannAllana Silva BrugneraCibele RockenbachJúlia Siqueira CarniereAndrea Pozzebon-Silva,2024,https://link.springer.com/rwe/10.1007/978-3-030-22526-1_21,Reference work entry
"Hydrocarbon generation potential evaluation via petrographic and geochemical analyses of El-Maghara coal in Sinai, Egypt",Scientific Reports,,,,10.1038/s41598-024-51291-5,S. A. SalmanE. A. Abou El-AnwarW. A. MakledK. H. MahfouzZ. L. Belal,2024,https://link.springer.com/article/10.1038/s41598-024-51291-5,Article
Microstructural BIB-SEM investigation of Upper Cretaceous Jordanian carbonate-rich oil shales bearing type II-S kerogen,International Journal of Earth Sciences,,,,10.1007/s00531-024-02444-4,J. KlaverS. GrohmannG. GausI. S. Abu-MahfouzT. PatzekV. VahrenkampJ. L. Urai,2024,https://link.springer.com/article/10.1007/s00531-024-02444-4,Article
Spectral signatures of solvent-extracted macromolecules in Indian coals of different rank: Insights from fluorescence excitation-emission matrix,International Journal of Coal Science & Technology,,,,10.1007/s40789-024-00721-w,Archchi SarkarUttam Kumar BhuiKrittibas DasSudip BhattacharyyaJitendra KumarDarshan Halari,2024,https://link.springer.com/article/10.1007/s40789-024-00721-w,Article
Experimental Data on Organic Matter Maturation in a Sample of Bazhenov Shale Formation (Western Siberia),Moscow University Geology Bulletin,,,,10.3103/S0145875223060157,G. G. SavostinA. G. KalmykovD. A. IvanovaG. A. Kalmykov,2023,https://link.springer.com/article/10.3103/S0145875223060157,Article
Differences in Tar Yield and Molecular Structure of Vitrinite in Tar-Rich Coal with Different Origins,Natural Resources Research,,,,10.1007/s11053-025-10511-z,Chunhao LiShuangming WangQingmin ShiShaoli LiuHongchao ZhaoRuijun JiJunwei Qiao,2025,https://link.springer.com/article/10.1007/s11053-025-10511-z,Article
Structural Features of Coals and Their Proneness to Spontaneous Combustion,Solid Fuel Chemistry,,,,10.3103/S036152192570020X,E. L. KossovichS. A. EpshteinN. N. KondratevV. G. NesterovaN. N. Dobryakova,2025,https://link.springer.com/article/10.3103/S036152192570020X,Article
"Geochemistry and petrology of selected sediments from Bukit Song, Miri, Sarawak, Malaysia, with emphasis on organic matter characterization",Journal of Petroleum Exploration and Production Technology,,,,10.1007/s13202-021-01275-2,Amin Tavakoli,2021,https://link.springer.com/article/10.1007/s13202-021-01275-2,Article
"Depositional environments and source rock potential from molecular to basin scales: An example from the Middle to Upper Cretaceous succession, Abu Gharadig Basin, Egypt",International Journal of Earth Sciences,,,,10.1007/s00531-024-02451-5,Haytham El AtfyBandar I. GhassalLinda BurnazSalah Y. El Beialy,2024,https://link.springer.com/article/10.1007/s00531-024-02451-5,Article
Inertinite in coal and its geoenvironmental significance: Insights from AI and big data analysis,Science China Earth Sciences,,,,10.1007/s11430-023-1325-5,Longyi ShaoJiamin ZhouTimothy P. JonesFanghui HuaXiaotao XuZhiming YanHaihai HouDongdong WangJing Lu,2024,https://link.springer.com/article/10.1007/s11430-023-1325-5,Article
Characteristics of Pore Evolution and Its Maceral Contributions in the Huolinhe Lignite during Coal Pyrolysis,Natural Resources Research,,,,10.1007/s11053-020-09792-3,Lei HanJian ShenJinyue WangKhadija Shabbiri,2021,https://link.springer.com/article/10.1007/s11053-020-09792-3,Article
SCAR-UNet: An Improved Res-UNet with&#xa0;Channel and&#xa0;Spatial Attention for&#xa0;Coal Maceral Image Segmentation,Advances in Computer Graphics,,,,10.1007/978-3-031-81806-6_17,Fanqian MengOuli LuoHui DingGuoping Huo,2025,https://link.springer.com/chapter/10.1007/978-3-031-81806-6_17,Conference paper
"Paleoenvironment, deposition conditions, and geochemical characteristics of the Permian Karoo hydrocarbon source rocks, Mid-Zambezi Basin, Zambia, based on paleontology and geochemistry studies: a review",Arabian Journal of Geosciences,,,,10.1007/s12517-025-12207-3,Godfrey Peter MweembaOlubunmi C. AdeigbeGilbert M. ChongwainKhady Ndeye Ndiaye,2025,https://link.springer.com/article/10.1007/s12517-025-12207-3,Article
"Mineralogical Studies of Mahanadi Basin coals based on FTIR, XRD and Microscopy: A Geological Perspective",Journal of the Geological Society of India,,,,10.1007/s12594-021-1817-9,A. S. NaikB. BeheraU. K. ShuklaH. B. SahuP. K. SinghD. MohantyK. SahooD. Chatterjee,2021,https://link.springer.com/article/10.1007/s12594-021-1817-9,Article
Formation environment and hydrocarbon potential of the Paleogene Enping Formation coal measures in the Zhu I Depression of northern South China Sea,Acta Oceanologica Sinica,,,,10.1007/s13131-024-2333-8,Yuting YinLei LanDongdong WangYing ChenYan LiuYouchuan LiZengxue LiJiamin Liu,2024,https://link.springer.com/article/10.1007/s13131-024-2333-8,Article
"Geochemical and mineralogical assessment of environmentally sensitive elements in Neyveli lignite deposits, Cauvery Basin, India",Environmental Geochemistry and Health,,,,10.1007/s10653-024-02193-y,Pramod K. RajakP. GopinathanAniruddha KumarOm Prakash KumarIshwar C. RahiAnupam SharmaPrakash K. SinghAmit Karmakar,2024,https://link.springer.com/article/10.1007/s10653-024-02193-y,Article
"Coal petrology, sedimentology and depositional environment of the Parvadeh coals in the Upper Triassic, Tabas Block of Central-East Iran",International Journal of Coal Science & Technology,,,,10.1007/s40789-023-00600-w,Ziba ZamaniHossain Rahimpour-BonabRalf Littke,2023,https://link.springer.com/article/10.1007/s40789-023-00600-w,Article
"Pore structures and fractal dimensions in Early Permian Barakar shales of Rajmahal Basin, Jharkhand, India",Arabian Journal of Geosciences,,,,10.1007/s12517-021-08373-9,Subhashree MishraApoorva DixitVivek Kumar MishraVikram Partap SinghVinod Atmaram Mendhe,2021,https://link.springer.com/article/10.1007/s12517-021-08373-9,Article
"Geochemical investigation of hydrocarbon generation potential of coal from Raniganj Basin, India",Journal of Petroleum Exploration and Production Technology,,,,10.1007/s13202-021-01281-4,D. S. PanwarRam Chandra ChaurasiaV. K. SaxenaA. K. SinghAkanksha,2021,https://link.springer.com/article/10.1007/s13202-021-01281-4,Article
"Study of Hydrocarbon Source Potential of Kapurdi Lignites of Barmer Basin, Rajasthan, Western India",Journal of the Geological Society of India,,,,10.1007/s12594-021-1782-3,P. K. RajakV. K. SinghAniruddha KumarVishvajeet SinghAnkita RaiShweta RaiK. N. SinghMamta SharmaA. S. NaikNeeraj MathurPrakash K. Singh,2021,https://link.springer.com/article/10.1007/s12594-021-1782-3,Article
"Early Cretaceous (Aptian–Albian) Wildfires in the Araripe Basin, Northeast Brazil: Paleoclimatic and Paleoenvironmental Implications",Brazilian Paleofloras,,,,10.1007/978-3-030-22526-1_32,Flaviana Jorge de LimaEtiene Fabbrin PiresAntônio Álamo Feitosa SaraivaJuliana Manso SayãoAndré JasperDieter Uhl,2024,https://link.springer.com/rwe/10.1007/978-3-030-22526-1_32,Reference work entry
"Characteristics and Depositional Model of Source Rocks in Outcrops of the 1st and 2nd Member of Nenjiang Formation in the Southeast Uplift Area of Songliao Basin—Take Yaojiazhan Section of Caiyuanzi Town, Dehui City as an Example",Advances in Energy Resources and Environmental Engineering,,,,10.1007/978-3-031-42563-9_32,Yue Bai,2024,https://link.springer.com/chapter/10.1007/978-3-031-42563-9_32,Conference paper
"Multiscale Pore–Fracture Structure Characteristics of Deep Coal Reservoirs in the Eastern Margin of the Ordos Basin, China",Natural Resources Research,,,,10.1007/s11053-025-10463-4,Guangbiao TaoZhenzhi WangYi JinHaichao WangDaping XiaJienan Pan,2025,https://link.springer.com/article/10.1007/s11053-025-10463-4,Article
Hydrocarbon Source Rocks,Basics of Petroleum Geochemistry,,,,10.1007/978-3-031-86938-9_1,Majid Alipour,2025,https://link.springer.com/chapter/10.1007/978-3-031-86938-9_1,Chapter
Influence of the Fractional Composition of Unoxidized Coal on Its Radical Structure,Coke and Chemistry,,,,10.3103/S1068364X25600605,N. S. ZakharovS. A. SemenovaS. A. SozinovYu. F. Patrakov,2025,https://link.springer.com/article/10.3103/S1068364X25600605,Article
Effect of thermal maturation and organic matter content on oil shale fracturing,International Journal of Coal Science & Technology,,,,10.1007/s40789-024-00666-0,Fatemeh SaberiMahboubeh Hosseini-Barzi,2024,https://link.springer.com/article/10.1007/s40789-024-00666-0,Article
Evaluation of Late Paleozoic Over-High Maturity Source Rocks in the Erlian Basin and Its Adjacent Areas,Geochemistry International,,,,10.1134/S0016702923110022,Tiantian DuYanxia WangYue QuXuanlong ShanYuhang Shang,2023,https://link.springer.com/article/10.1134/S0016702923110022,Article
Microlithotype,Encyclopedia of Mineral and Energy Policy,,,,10.1007/978-3-662-47493-8_94,Shankar Nath Chaudhuri,2023,https://link.springer.com/rwe/10.1007/978-3-662-47493-8_94,Reference work entry
Influence&#xa0;of Composition on Differential Evolution of Pore–Fracture Systems and Micro-mechanical Properties of Lignite During Drying-Wetting Cycles,Natural Resources Research,,,,10.1007/s11053-023-10293-2,Fudong XinChaohe FangShejiao WangBo XiongCan CaoDing LiuDazhen TangHao Xu,2024,https://link.springer.com/article/10.1007/s11053-023-10293-2,Article
Experimental Modeling of Oil Generation by Source Rocks Enriched with Continental Organic Matter,Moscow University Geology Bulletin,,,,10.3103/S0145875224700765,M. A. BolshakovaI. V. KuvinovE. Yu. MakarovaP. G. ZotovaA. Ju. BychkovN. V. ProninaE. V. KozlovaI. M. NatitnikV. V. MaltsevE. V. SavelievaV. B. Skorev,2024,https://link.springer.com/article/10.3103/S0145875224700765,Article
"Hydrocarbon generative potential and thermal maturity of newly discovered coal seams from Bapung Coalfield, Meghalaya, India: Rock-Eval pyrolysis and organic petrographic analysis",Journal of Sedimentary Environments,,,,10.1007/s43217-023-00135-9,Manabendra NathDeepak Singh PanwarRam Chandra ChaurasiaAkanksha,2023,https://link.springer.com/article/10.1007/s43217-023-00135-9,Article
Effect of coal quality and preparation on the stamping performance and quality of coke,Scientific Reports,,,,10.1038/s41598-024-78352-z,Denis MiroshnichenkoValentine KovalOleksandr BorisenkoNatalya MukinaIllia Avdeiuk,2024,https://link.springer.com/article/10.1038/s41598-024-78352-z,Article
Study on The Difference of Pore-Fracture Structure Between High-Low Rank Coal under SEM And Its Influence on Development,Proceedings of the International Field Exploration and Development Conference 2023,,,,10.1007/978-981-97-0268-8_1,Ya-lan ZhangYu-hang XiaoJun-ying LiuYang ZhangLei WangYan LiuXue-feng SuYou-jun CaiLi Yu,2024,https://link.springer.com/chapter/10.1007/978-981-97-0268-8_1,Conference paper
"Microfacies and Depositional Environment of Senakin Coal, Tanjung Formation, South Borneo, Indonesia","Selected Studies in Geomorphology, Sedimentology, and Geochemistry",,,,10.1007/978-3-031-43744-1_33,Ferian AnggaraAzmii Nanda FadhillahAulia Agus PatriaDonatus Hendra AmijayaHimawan Tri Bayu Murti Petrus,2023,https://link.springer.com/chapter/10.1007/978-3-031-43744-1_33,Conference paper
"Geochemical and mineralogical evaluations of coal, shale, and mine waste overburden from Makum coalfield of the Northeast India",International Journal of Coal Science & Technology,,,,10.1007/s40789-023-00602-8,Nilotpol BhuyanNazrul IslamMonikankana SaikiaJames C. HowerBinoy K. Saikia,2023,https://link.springer.com/article/10.1007/s40789-023-00602-8,Article
Photothermal conversion and geochemical characterization of sulfur-rich lignite for non-conventional energy applications,Scientific Reports,,,,10.1038/s41598-024-84266-7,P. GopinathanAfaq Ahmad KhanVivek SinghM. S. SantoshT. SubramaniAmit KarmakarSurender KumarMd AsifOm Prakash KumarAmiya S. NaikPradip K. BanerjeePrakash K. Sarangi,2025,https://link.springer.com/article/10.1038/s41598-024-84266-7,Article
Insect J3-K1 assemblage from Tasgorosay in Kazakhstan was dominated by cockroaches,Biologia,,,,10.1007/s11756-022-01307-0,Matej MajtaníkJúlia Kotulová,2023,https://link.springer.com/article/10.1007/s11756-022-01307-0,Article
"Paleoenvironment and vegetational history of a Middle Pennsylvanian intramontane peat swamp: an example from the Lower Radnice Coal, Kladno coalfield (Czech Republic)",International Journal of Earth Sciences,,,,10.1007/s00531-024-02438-2,Stanislav OpluštilCortland EbleZbyněk ŠimůnekJana Drábková,2024,https://link.springer.com/article/10.1007/s00531-024-02438-2,Article
Effect of Heat on Organic and Inorganic Components in Some Non-coking Lower Gondwana Coals,Transactions of the Indian Institute of Metals,,,,10.1007/s12666-020-02168-4,Rajesh BhattaNilima DashBibhuranjan Nayak,2021,https://link.springer.com/article/10.1007/s12666-020-02168-4,Article
Pyrometamorphosed Coals and Changing Properties,Encyclopedia of Mineral and Energy Policy,,,,10.1007/978-3-662-47493-8_109,Indrani Bhattacharyya,2023,https://link.springer.com/rwe/10.1007/978-3-662-47493-8_109,Reference work entry
Sweet spot prediction and technology application of coalbed methane development in Tiaohu-Malang depression of Santanghu Basin,Arabian Journal of Geosciences,,,,10.1007/s12517-024-12167-0,Yue ChenHaoran ZhuXinggang WangGaoxiang RongQiqi LeiChenlu TangJinbo ShiZan Liu,2025,https://link.springer.com/article/10.1007/s12517-024-12167-0,Article
Conclusions,Unconventional Hydrocarbon Reservoirs: Coal and Shale,,,,10.1007/978-3-031-53484-3_7,Bodhisatwa HazraDebanjan ChandraVikram Vishal,2024,https://link.springer.com/chapter/10.1007/978-3-031-53484-3_7,Chapter
Coals’ proneness to airborne respirable dust formation,International Journal of Coal Science & Technology,,,,10.1007/s40789-025-00800-6,Svetlana A. EpshteinElena L. KossovichNadezhda N. DobryakovaJie HaoYulia E. AndreevaVera A. Krasilova,2025,https://link.springer.com/article/10.1007/s40789-025-00800-6,Article
