Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Diverse Carbon Nanomaterials for Environment: Synthesis Route and Properties,Carbon,,,,10.1007/978-3-031-90613-8_2,Aswin Kottapurath VijayGifty Sara Rolly,2025,https://link.springer.com/chapter/10.1007/978-3-031-90613-8_2,Chapter
Time-resolved imaging and analysis of the electron beam-induced formation of an open-cage metallo-azafullerene,Nature Chemistry,,,,10.1038/s41557-023-01261-7,Helen HoelzelSol LeeKonstantin Yu. AmsharovNorbert JuxKoji HaranoEiichi NakamuraDominik Lungerich,2023,https://link.springer.com/article/10.1038/s41557-023-01261-7,Article
Effect of water pressure and expulsion on hydrocarbon generation of kerogen under semi-closed conditions,Arabian Journal of Geosciences,,,,10.1007/s12517-021-07724-w,Yuandong WuYuanju LiZhongning ZhangLina Sun,2021,https://link.springer.com/article/10.1007/s12517-021-07724-w,Article
"Carbon-Based Nanomaterials: Carbon Nanotube, Fullerene, and Carbon Dots",Nanomaterials,,,,10.1007/978-981-19-7963-7_2,Nitika DeviRajesh KumarYong-Song ChenRajesh Kumar Singh,2023,https://link.springer.com/chapter/10.1007/978-981-19-7963-7_2,Chapter
Transition-metal oxides with peak oxygen vacancy content for oxygen electrocatalysis,Science China Materials,,,,10.1007/s40843-023-2606-0,Yuan WangYu HanWeiran SuoJieling ZhangXiaoyong LaiZhimin LiZuozhong LiangGuozhong Cao,2023,https://link.springer.com/article/10.1007/s40843-023-2606-0,Article
Exploring the thermal degradation of pine nut shells: a study on biochar production and its efficacy in cationic dye adsorption from water,Biomass Conversion and Biorefinery,,,,10.1007/s13399-024-05470-z,Silvio L. P. DiasCarlos L. NetoVicente G. FerreiraJulio C. P. VaghettiGeraldo B. MachadoOtávio Bianchi,2024,https://link.springer.com/article/10.1007/s13399-024-05470-z,Article
"Pyrolysis experiment and hydrocarbon generation potential of the Bayingebi 2 Formation in the Hari Sag, Yingen-Ejiqi Basin, China",Arabian Journal of Geosciences,,,,10.1007/s12517-020-06311-9,Kangnan YanYinhui ZuoMeihua YangYongshui ZhouYunxian ZhangZiyun Zheng,2021,https://link.springer.com/article/10.1007/s12517-020-06311-9,Article
E-Waste Recycling: A Comprehensive Review on Metal Recovery and the Factors Affecting Bioleaching,Biotechnology for Environmental Sustainability,,,,10.1007/978-981-97-7221-6_8,Sugandha AachheraShatakshi TiwariPradeep VermaChandra Sekhar Gahan,2025,https://link.springer.com/chapter/10.1007/978-981-97-7221-6_8,Chapter
"Hydrocarbon generation history in the Chagan Depression, Inner Mongolia, northern China: constraints of hydrocarbon generation kinetics and thermal history",Arabian Journal of Geosciences,,,,10.1007/s12517-021-09403-2,Meihua YangYinhui ZuoKangnan YanYongshui ZhouXuejun WangChangchun LiZiyun Zheng,2021,https://link.springer.com/article/10.1007/s12517-021-09403-2,Article
Preparation Technology of Nanomaterials,Nanomaterials and Nanotechnology,,,,10.1007/978-981-97-8433-2_6,Shengjie PengPeng Li,2024,https://link.springer.com/chapter/10.1007/978-981-97-8433-2_6,Chapter
Fabrication Routes of Graphene,Graphene,,,,10.1007/978-981-99-1206-3_4,Then Mun YipGoh Boon Tong,2023,https://link.springer.com/chapter/10.1007/978-981-99-1206-3_4,Chapter
Nanostructures and Fascinating Properties of Carbon Nanohorns,Handbook of Functionalized Carbon Nanostructures,,,,10.1007/978-3-031-32150-4_10,ArtiNamitaNaushad AlamJamilur R. Ansari,2024,https://link.springer.com/rwe/10.1007/978-3-031-32150-4_10,Reference work entry
Adaptive Calibration in Electrothermal Atomic Absorption Spectrometry,Journal of Analytical Chemistry,,,,10.1134/S1061934823080142,Yu. M. SadagovA. Yu. Sadagov,2023,https://link.springer.com/article/10.1134/S1061934823080142,Article
Co-Hydrothermal Carbonization of Sewage Sludge and Waste Pickling Acid to Produce a Novel Adsorbent for Hydrogen Sulfide Removal From Biogas,Arabian Journal for Science and Engineering,,,,10.1007/s13369-024-09129-9,Mayerlin Edith Acuña MontañoRichard de Albuquerque Felizola RomeralMaria de Almeida SilvaKevin Nabor Paredes CanencioMurilo DumaGustavo Rafael Collere PossettiRenata Mello GionaAlesandro Bail,2024,https://link.springer.com/article/10.1007/s13369-024-09129-9,Article
Effect of inappropriate solid waste on microplastic contamination in Balasore district and its aquatic environment,Bulletin of the National Research Centre,,,,10.1186/s42269-024-01278-z,Arun Kumar MohantaChittaranjan SahooRajkumar JenaSthitaprajna SahooSunil Kumar BishoyiBiswajit PatraSoumya Ranjan DashBiswajita Pradhan,2024,https://link.springer.com/article/10.1186/s42269-024-01278-z,Article
Recovery iron from cyanide tailings by anaerobic roasting-persulfate leaching: effect of roasting temperature,Environmental Science and Pollution Research,,,,10.1007/s11356-023-25813-z,Ping DongYonghui SongLei WuJin BaoNing YinRongyan ZhuYifan Li,2023,https://link.springer.com/article/10.1007/s11356-023-25813-z,Article
Facile microwave-assisted preparation of Fe<sub>3</sub>O<sub>4</sub> nanoparticles supported on carbonized cellulose nanocrystals derived from sugarcane bagasse,Chemical Papers,,,,10.1007/s11696-023-03282-5,Emmanuel MkumbuziWerner E. van Zyl,2024,https://link.springer.com/article/10.1007/s11696-023-03282-5,Article
"Petrographic Features and Carbonaceous Matter of the Black Shales of the Kumak Deposit (Southern Urals, Russia)","Geology, Petrochemistry and Ore Content of Carbonaceous Deposits of the Kumak Ore Field",,,,10.1007/978-3-031-60966-4_3,Alexandra V. РanteleevaAleksandr V. SnachevА. М. TyurinMikhail A. RassomakhinIrina V. Smoleva,2024,https://link.springer.com/chapter/10.1007/978-3-031-60966-4_3,Chapter
Recipes and Designs for Aerogels,Springer Handbook of Aerogels,,,,10.1007/978-3-030-27322-4_65,Stephen A. SteinerAnn M. AndersonStephanie L. BrockMoriah C. BuckwalterMary K. CarrollSteve De PooterShannan L. DowneyAlexander EychmüllerMaximilian GeorgiJustin S. GriffinMichael D. W. GroganPavel GurikovKarl HiekelLawrence W. HrubeshKazuyoshi KanamoriBarbara MilowRyan T. NelsonA. Venkateswara RaoMarina SchwanKarunamuni L. SilvaMarcus A. WorsleyShanyu Zhao,2023,https://link.springer.com/chapter/10.1007/978-3-030-27322-4_65,Chapter
Functionalization of Carbon Nanotubes,Functional Molecular Nanostructures,,,,10.1007/b98169,Andreas HirschOtto Vostrowsky,,https://link.springer.com/chapter/10.1007/b98169,Chapter
Synthesis Methods of Mesoporous Carbon-Based Materials,Functional Mesoporous Carbon-Based Film Devices for Energy Systems,,,,10.1007/978-981-99-7498-6_3,Biao KongHongbin XuLei XieShan Zhou,2024,https://link.springer.com/chapter/10.1007/978-981-99-7498-6_3,Chapter
Microdroplets initiate organic-inorganic interactions and mass transfer in thermal hydrous geosystems,Nature Communications,,,,10.1038/s41467-024-49293-y,Guanghui YuanZihao JinYingchang CaoHans-Martin SchulzJon GluyasKeyu LiuXingliang HeYanzhong Wang,2024,https://link.springer.com/article/10.1038/s41467-024-49293-y,Article
Exploring a forgotten heritage: the case study of Saint Vincent Martyr's simulacrum,The European Physical Journal Plus,,,,10.1140/epjp/s13360-025-06405-x,Joana PalmeirãoMargarida NunesAna ManhitaAna CurtoLuís PiorroEduarda VieiraTeresa Ferreira,2025,https://link.springer.com/article/10.1140/epjp/s13360-025-06405-x,Article
Influence of hydrogen fugacity on thermal transformation of sedimentary organic matter: Implications for hydrocarbon generation in the ultra-depth,Science China Earth Sciences,,,,10.1007/s11430-022-9957-y,Jia WuFujia JiYuan WangBernhard M. KroossKun HeXiao JinQingyong LuoYanan YangNingning Zhong,2022,https://link.springer.com/article/10.1007/s11430-022-9957-y,Article
Materials Chemistry of Group 13 Nitrides,Precursor Chemistry of Advanced Materials,,,,10.1007/b136142,Anjana DeviRochus SchmidJens MüllerRoland A. Fischer,,https://link.springer.com/chapter/10.1007/b136142,Chapter
Synthesis Approaches for Nanodielectric Materials,Emerging Nanodielectric Materials for Energy Storage,,,,10.1007/978-3-031-40938-7_2,Vinod KashyapSukhvant SinghSumitLipeeka Rout,2024,https://link.springer.com/chapter/10.1007/978-3-031-40938-7_2,Chapter
Recent Advances in the Synthesis and Characterization of Carbon-Based Nanomaterials to the Development of Electrochemical Sensors for Detecting Environmental Pollutants,"Advances in Nanomaterials for Detection, Control, and Removal of Environmental Pollutants",,,,10.1007/978-3-031-87409-3_12,Pooja SharmaNidhi VermaGirijesh VermaIndresh Kumar PandeyManoj Kumar GangwarManoj TrivediUmesh Nath Tripathi,2025,https://link.springer.com/chapter/10.1007/978-3-031-87409-3_12,Chapter
Circular Economy and Waste Management: Advancing Sustainability Through Integration and Innovation,A Vision for Environmental Sustainability: Overcoming Waste Management Challenges in Developing Countries,,,,10.1007/978-3-031-89230-1_12,Mridu KulwantNupur RaiDivya Patel,2025,https://link.springer.com/chapter/10.1007/978-3-031-89230-1_12,Chapter
"A Review of the Indian Scenario of E-waste Management: Generation, Effect, and Material Recovery Method",Recent Advances in Sustainable Waste Management Practices,,,,10.1007/978-981-99-4186-5_8,Ujjaval P. SarvaiyaAnuj D. BhattKunwar D. Yadav,2024,https://link.springer.com/chapter/10.1007/978-981-99-4186-5_8,Conference paper
Recent progress in carbon-based nanomaterials: critical review,Journal of Nanoparticle Research,,,,10.1007/s11051-024-06006-2,Olushola Sunday AyandaAugusta Oluchi MmuoegbulamOnyemaechi OkezieNaseer Inuwa Durumin IyaSa’adatu Eri MohammedPhilip Hegarty JamesAbba Bashir MuhammadAugustine Agorye UnimkeSabur Ajibola AlimSharhabil Musa YahayaAyomipo OjoToyin Olanike AdaramoyeStella Kemilola EkundayoAminu AbdullahiHamza Badamasi,2024,https://link.springer.com/article/10.1007/s11051-024-06006-2,Article
Nanostructures and Fascinating Properties of Carbon Nanohorns,Handbook of Functionalized Carbon Nanostructures,,,,10.1007/978-3-031-14955-9_10-1,ArtiNamitaNaushad AlamJamilur R. Ansari,2023,https://link.springer.com/rwe/10.1007/978-3-031-14955-9_10-1,Living reference work entry
Lacustrine Source Rock Oil Generation Simulation Experiment Method,Theory and Simulation Experimental Technology of Oil Generation From Nonmarine Source Rocks in China,,,,10.1007/978-981-96-3145-2_12,Defan GuanZhongliang MaYongqiang Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-3145-2_12,Chapter
Dual-network PVA fiber-doped cellulose aerogel with labyrinth structure for low and medium frequency acoustic and flame retardant applications,Cellulose,,,,10.1007/s10570-024-05952-3,Ching-Wen LouFei TianXiangyu ZhouLu ZhangShufeng LiJia-Horng LinTing-Ting Li,2024,https://link.springer.com/article/10.1007/s10570-024-05952-3,Article
"Integration of electronic waste management: a review of current global generation, health impact, and technologies for value recovery and its pertinent management technique",Environmental Science and Pollution Research,,,,10.1007/s11356-023-26719-6,Krithiga PalanisamyRampradheep Gobi Subburaj,2023,https://link.springer.com/article/10.1007/s11356-023-26719-6,Article
Characterization for potential uses of char as a byproduct from co-gasification of oil sludge and palm oil waste-biomass,Biomass Conversion and Biorefinery,,,,10.1007/s13399-025-06853-6,York Castillo SantiagoJuan F. PérezAdriano Pinto MarianoLeandro A. Sphaier,2025,https://link.springer.com/article/10.1007/s13399-025-06853-6,Article
"Composites, Biocomposites, Nanocomposites, and Their Hybrids",Advanced Composites,,,,10.1007/978-3-031-71448-1_2,S. M. SapuanR. A. IlyasM. M. Harussani,2025,https://link.springer.com/chapter/10.1007/978-3-031-71448-1_2,Chapter
Investigating the synthesis parameters of durian skin-based activated carbon and the effects of silver nanocatalysts on its recyclability in methylene blue removal,Discover Nano,,,,10.1186/s11671-024-03974-1,Dzilal AmirRicca Rahman NasaruddinMaryam YousefiMohd Sufri MastuliSarina SulaimanMd. Zahangir AlamNurul Sakinah Engliman,2024,https://link.springer.com/article/10.1186/s11671-024-03974-1,Article
Preparation and characterization of cotton fiber fragments from model textile waste via mechanical milling and enzyme degradation,Cellulose,,,,10.1007/s10570-023-05527-8,Siyan WangJeannie EganSonja Salmon,2023,https://link.springer.com/article/10.1007/s10570-023-05527-8,Article
Modulation of perovskite degradation with multiple-barrier for light-heat stable perovskite solar cells,Nature Communications,,,,10.1038/s41467-023-41856-9,Jing ZhouZonghao LiuPeng YuGuoqing TongRuijun ChenLuis K. OnoRui ChenHaixin WangFumeng RenSanwan LiuJianan WangZhigao LanYabing QiWei Chen,2023,https://link.springer.com/article/10.1038/s41467-023-41856-9,Article
"Spatial distribution of Hg in Pra River Basin, Southwestern Ghana using HF acid combination method",Environmental Monitoring and Assessment,,,,10.1007/s10661-023-11122-y,Christiana Odumah HoodJaćimović RadjokoSamuel Yeboah MensahMilena Horvat,2023,https://link.springer.com/article/10.1007/s10661-023-11122-y,Article
Synthesis of bioinspired based hydrogel composite from hyaluronic acid/polyacrylic acid and lignin as an adhesive for medical technology,Emergent Materials,,,,10.1007/s42247-023-00592-y,Benyapha GlingasornNarisa YongsapananAutchara PangonChunche LinSarute Ummartyotin,2023,https://link.springer.com/article/10.1007/s42247-023-00592-y,Article
Integration of Advanced Technologies in Urban Waste Management,Advancements in Urban Environmental Studies,,,,10.1007/978-3-031-21587-2_23,Parvez Hayat,2023,https://link.springer.com/chapter/10.1007/978-3-031-21587-2_23,Chapter
Nanofluid-Enhanced Phase Change Materials for Different Thermal Energy Storage Applications,Nanofluids and Nano Composites for Energy Systems,,,,10.1007/978-981-96-1570-4_7,Himanshu MishraSaurabh PandeyNavendu MishraAtul Sharma,2025,https://link.springer.com/chapter/10.1007/978-981-96-1570-4_7,Chapter
Assessing the hazard of diesel particulate matter (DPM) in the mining industry: A review of the current state of knowledge,International Journal of Coal Science & Technology,,,,10.1007/s40789-024-00707-8,Sikandar AzamShimin LiuSekhar BhattacharyyaSiyang Zheng,2024,https://link.springer.com/article/10.1007/s40789-024-00707-8,Article
Hydrogen,Non-Petroleum Automotive Transportation,,,,10.1007/978-3-031-85028-8_9,Carl Arthur MacCarley,2025,https://link.springer.com/chapter/10.1007/978-3-031-85028-8_9,Chapter
"Evolution, Uses, and Emerging Trends in Microfluidic Paper-Based Analytical Devices",Chromatographia,,,,10.1007/s10337-025-04424-5,Chandrababu RejeethRobin Kumar PundirPrachi SinghalD. V. Surya Prakash,2025,https://link.springer.com/article/10.1007/s10337-025-04424-5,Article
Performance assessment of activated carbon thermally modified with iron in the desulfurization of biogas in a static batch system supported by headspace gas chromatography,Journal of Analytical Science and Technology,,,,10.1186/s40543-024-00432-6,Mayerlin Edith Acuña MontañoLuciane EfftingCarmen Luisa Barbosa GuedesGregorio Guadalupe Carbajal ArizagaRenata Mello GionaPatricia Hissae Yassue CordeiroCésar Ricardo Teixeira TarleyAlesandro Bail,2024,https://link.springer.com/article/10.1186/s40543-024-00432-6,Article
Diversified Analytical Methods Used to Analyze Plastic Biodegradation,Advanced Strategies for Biodegradation of Plastic Polymers,,,,10.1007/978-3-031-55661-6_7,Javier E. Vilasó-CadreLázaro Adrián González-FernándezNahum Andrés Medellín-CastilloIván A. Reyes-Domínguez,2024,https://link.springer.com/chapter/10.1007/978-3-031-55661-6_7,Chapter
The current study and development of organic matter pores in organic-rich shale,Arabian Journal of Geosciences,,,,10.1007/s12517-021-09384-2,Lina SunDeliang FuYuandong WuZixiang Wang,2021,https://link.springer.com/article/10.1007/s12517-021-09384-2,Article
"Origin of hydrocarbon fluids and discussion of abnormal carbon isotopic compositions in the Lishui-Jiaojiang Sag, East China Sea Shelf Basin",Acta Oceanologica Sinica,,,,10.1007/s13131-022-2128-8,Jingqi Xu,2023,https://link.springer.com/article/10.1007/s13131-022-2128-8,Article
Role of Nanomaterials in Combating COVID-19,Handbook of Green and Sustainable Nanotechnology,,,,10.1007/978-3-031-16101-8_87,Manviri RaniKeshuUma Shanker,2023,https://link.springer.com/rwe/10.1007/978-3-031-16101-8_87,Reference work entry
Intelligent Biomaterials and Microfluidic Technology,Intelligent Biomaterials,,,,10.1007/978-981-96-8646-9_10,Cherie S. TanMaokun HeYongde GuoJingyu Fu,2025,https://link.springer.com/chapter/10.1007/978-981-96-8646-9_10,Chapter
Green synthesis and multifaceted applications: challenges and innovations in carbon dot nanocomposites,Discover Nano,,,,10.1186/s11671-024-04124-3,S. VaradharajanKirthanashri S. VasanthanVidhi MathurN. HariperumalNirmal Mazumder,2024,https://link.springer.com/article/10.1186/s11671-024-04124-3,Article
Harnessing the Therapeutic Potential of Carbon Dots for Efficient Wound Healing Management,BioNanoScience,,,,10.1007/s12668-024-01717-1,Rajkuberan ChandrasekaranU. UshaniGanesh SankarSelvakumar K.John JosephKruthiga NatarajanSelvakumari PalaniPriyadharshan SridharRanjith NagarajSuresh Sagadevan,2024,https://link.springer.com/article/10.1007/s12668-024-01717-1,Article
Nanomaterials,Materials Chemistry,,,,10.1007/978-3-031-18784-1_6,Bradley D. Fahlman,2023,https://link.springer.com/chapter/10.1007/978-3-031-18784-1_6,Chapter
Plasma in the Waste Treatment Industry,Handbook of Thermal Plasmas,,,,10.1007/978-3-030-84936-8_40,Maher I. BoulosJerzy W. JurewiczPierre L. FauchaisEmil Pfender,2023,https://link.springer.com/rwe/10.1007/978-3-030-84936-8_40,Reference work entry
Plasma in the Waste Treatment Industry,Handbook of Thermal Plasmas,,,,10.1007/978-3-319-12183-3_40-1,Maher I. BoulosJerzy W. JurewiczPierre L. FauchaisEmil Pfender,2023,https://link.springer.com/rwe/10.1007/978-3-319-12183-3_40-1,Living reference work entry
Environmental impacts of coal mining and mitigation measures: a review,Environmental Monitoring and Assessment,,,,10.1007/s10661-025-13939-1,Vaishali SrivastavaPawan Kumar Jha,2025,https://link.springer.com/article/10.1007/s10661-025-13939-1,Article
Attenuation of electromagnetic waves in polymeric terahertz imbibers: review,Journal of Materials Science: Materials in Electronics,,,,10.1007/s10854-023-09845-2,Anwesha SatapathyKetan MahimkarShyamal MondalYashwrdhan PathaareBalasubramanian Kandasubramanian,2023,https://link.springer.com/article/10.1007/s10854-023-09845-2,Article
"Space-qualified, compact and lightweight pulsed DPSS UV laser for the MOMA instrument of the ExoMars mission",CEAS Space Journal,,,,10.1007/s12567-022-00448-x,Alexander BüttnerMathias ErnstMichael HunnekuhlRoland KalmsLina-Ellen WillemsenJan HeiseJan UlrichPeter WeßelsDietmar KrachtJörg Neumann,2022,https://link.springer.com/article/10.1007/s12567-022-00448-x,Article
"Overview: Fuel Cells, Hydrogen Energy, Science, Materials, Nanotechnology, Artificial Intelligence and State of the Art","Progress in Hydrogen Energy, Fuel Cells, Nano-Biotechnology and Advanced, Bioactive Compounds",,,,10.1007/978-3-031-75984-0_2,Carlton Anthony TaftJose Gabriel Solano Canchaya,2024,https://link.springer.com/chapter/10.1007/978-3-031-75984-0_2,Chapter
Carbon Nanomaterials in Electrochemical Biodevices,Advances in Bioelectrochemistry Volume 5,,,,10.1007/978-3-031-10832-7_3,Thiago da Costa OliveiraSteffane Quaresma Nascimento,2023,https://link.springer.com/chapter/10.1007/978-3-031-10832-7_3,Chapter
"Characteristics, origins, and significance of pyrites in deep-water shales",Science China Earth Sciences,,,,10.1007/s11430-022-1200-0,Chao LiangShichao JiYingchang CaoKeyu LiuJing WuFang Hao,2024,https://link.springer.com/article/10.1007/s11430-022-1200-0,Article
<i>In-situ</i> Fluid Phase Variation along the Thermal Maturation Gradient in Shale Petroleum Systems and Its Impact on Well Production Performance,Journal of Earth Science,,,,10.1007/s12583-022-1693-2,Qianyou WangWei YangYaohua LiZhenxue JiangMing WenRusi ZuoXin WangZixin XueYaohua Wang,2023,https://link.springer.com/article/10.1007/s12583-022-1693-2,Article
"Introduction to Carbon Nanostructures: History, Classifications, and Recent Advances",Handbook of Functionalized Carbon Nanostructures,,,,10.1007/978-3-031-32150-4_1,Mustapha OubenaliMeriem KasbajiMehdi MennaniMohamed MbarkiAmine Moubarik,2024,https://link.springer.com/rwe/10.1007/978-3-031-32150-4_1,Reference work entry
"Remediation of tetracycline pollution using microplastics, green materials, membranes and sonocatalysts: a review",Environmental Chemistry Letters,,,,10.1007/s10311-024-01777-5,Jothivel SivanesanBaskaran SivaprakashNatarajan RajamohanVedula Sairama Srinivasa PhanindraChristian SonneRock Keey LiewSu Shiung Lam,2024,https://link.springer.com/article/10.1007/s10311-024-01777-5,Article
"Boron nitride nanomaterials for environmental remediation, energy, and sensing: a review",Environmental Chemistry Letters,,,,10.1007/s10311-025-01852-5,Abhishek SharmaCharu JunejaSukdeb Pal,2025,https://link.springer.com/article/10.1007/s10311-025-01852-5,Article
Cathode Materials for Secondary Zinc-Air Batteries,Zinc-Air Batteries,,,,10.1007/978-981-19-8214-9_3,Shengjie Peng,2023,https://link.springer.com/chapter/10.1007/978-981-19-8214-9_3,Chapter
"Unique bimodal oil generation of alkaline-saline lacustrine source rock: Evidences, model and mechanism of organic-inorganic interactions",Science China Earth Sciences,,,,10.1007/s11430-024-1525-0,Jian CaoRuijie ZhangDongming ZhiYong TangLiuwen XiaWenjun He,2025,https://link.springer.com/article/10.1007/s11430-024-1525-0,Article
Flexible Metal-Air Batteries,Advanced Energy Materials for Flexible Batteries,,,,10.1007/978-3-031-83971-9_8,Colin Tong,2025,https://link.springer.com/chapter/10.1007/978-3-031-83971-9_8,Chapter
Heavy Metal Remediation by&#xa0;Nanotechnology,Phytoremediation,,,,10.1007/978-3-031-17988-4_26,Shafia MaryamAlvina Gul,2023,https://link.springer.com/chapter/10.1007/978-3-031-17988-4_26,Chapter
Accumulation of Nanoparticles in Plants,Plant Nanotechnology Fundamentals and Methodologies,,,,10.1007/978-3-031-81896-7_5,Ismat Suleyman Ahmadov,2025,https://link.springer.com/chapter/10.1007/978-3-031-81896-7_5,Chapter
"Characterization of Engineered Biochar: Proximate Analyses, Ultimate Analyses, Physicochemical Analyses, Surface Analyses, and Molecular Analyses",Engineered Biochar,,,,10.1007/978-981-19-2488-0_8,Kacper ŚwiechowskiWaheed Adewale RasaqSylwia Stegenta-DąbrowskaAndrzej Białowiec,2022,https://link.springer.com/chapter/10.1007/978-981-19-2488-0_8,Chapter
Revisiting Rhenium-Osmium Isotopic Investigations of Petroleum Systems: From Geochemical Behaviours to Geological Interpretations,Journal of Earth Science,,,,10.1007/s12583-020-1066-7,Shao-Jie LiXuan-Ce WangSimon A. WildeZhuyin ChuChaofeng LiSheng HeKeyu LiuXingzhi MaYuxiang Zhang,2021,https://link.springer.com/article/10.1007/s12583-020-1066-7,Article
Advances of polyolefins from fiber to nanofiber: fabrication and recent applications,Discover Nano,,,,10.1186/s11671-023-03945-y,Mohammad ZakariaM. A. Rahman BhuiyanMd. Shakawat HossainN. M.-Mofiz Uddin KhanMd. Abdus SalamKoji Nakane,2024,https://link.springer.com/article/10.1186/s11671-023-03945-y,Article
Porous nanocarbon particles drive large magnitude and fast photomechanical actuators,Journal of Nanostructure in Chemistry,,,,10.1007/s40097-021-00414-9,Pragnya SatapathyRaghavendra AdigaMonish KumarGurumurthy HegdeS. Krishna Prasad,2021,https://link.springer.com/article/10.1007/s40097-021-00414-9,Article
Excess fatty acids induce pancreatic acinar cell pyroptosis through macrophage M1 polarization,BMC Gastroenterology,,,,10.1186/s12876-022-02146-8,Wenwen XiaZhaomin LuWei ChenJianjun ZhouYan Zhao,2022,https://link.springer.com/article/10.1186/s12876-022-02146-8,Article
Engineering in vitro vascular microsystems,Microsystems & Nanoengineering,,,,10.1038/s41378-025-00956-w,Qiao LiuGuoliang YingChenyan HuLingyu DuHuaiyi ZhangZhenye WangHongyan YueAli K. YetisenGuixue WangYang ShenNan Jiang,2025,https://link.springer.com/article/10.1038/s41378-025-00956-w,Article
Concentrating Collectors,Solar Thermal Energy Systems,,,,10.1007/978-3-031-43173-9_7,Robert StieglitzWerner Platzer,2024,https://link.springer.com/chapter/10.1007/978-3-031-43173-9_7,Chapter
Waste Treatment and Disposal Technology,From Zero Waste to Material Closed Loop,,,,10.1007/978-981-16-7683-3_7,Jianming Yang,2022,https://link.springer.com/chapter/10.1007/978-981-16-7683-3_7,Chapter
DNA Adsorption on Carbonaceous Materials,Immobilisation of DNA on Chips I,,,,10.1007/b136064,María Isabel PividoriSalvador Alegret,,https://link.springer.com/chapter/10.1007/b136064,Chapter
Bioremediation of Nigrosine anionic dye from wastewater employing copper nanocomposite-modified <i>Cucumis melo</i> seed powder: a comparison of performance evaluation between defatted and surface modified adsorbent,Biomass Conversion and Biorefinery,,,,10.1007/s13399-025-06761-9,Fozia BatoolMisbah TahiraMahak GullRahman QadirTaslim AkhtarShazia Akram GhummanMuhammad AminNoreen SajjadMuhammad Abdul RehmanAllah Ditta,2025,https://link.springer.com/article/10.1007/s13399-025-06761-9,Article
