Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Transverse emittance reduction in muon beams by ionization cooling,Nature Physics,,,,10.1038/s41567-024-02547-4,M. BogomilovR. TsenovG. Vankova-KirilovaY. P. SongJ. Y. TangZ. H. LiR. BertoniM. BonesiniF. ChignoliR. MazzaA. de BariD. OrestanoL. TortoraY. KunoH. SakamotoA. SatoS. IshimotoM. ChungC. K. SungF. FilthautM. FedorovD. JokovicD. MaleticM. SavicN. JovancevicJ. NikolovM. VretenarS. RambergerR. AsfandiyarovA. BlondelF. DrielsmaY. KaradzhovS. BoydJ. R. GreisT. LordC. PidcottI. TaylorG. CharnleyN. CollombK. DumbellA. GallagherA. GrantS. GriffithsT. HartnettB. MartlewA. MossA. MuirI. MullacraneA. OatesP. OwensG. StokesP. WarburtonC. WhiteD. AdamsV. BaylissJ. BoehmT. W. BradshawC. BrownM. CourtholdJ. GovansT. HaylerM. HillsJ. B. LagrangeC. MacwatersA. NicholsR. PreeceS. RicciardiC. RogersT. StanleyJ. TarrantM. TuckerS. WatsonA. WilsonR. BayesJ. C. NugentF. J. P. SolerG. T. ChatzitheodoridisA. J. DickK. RonaldC. G. WhyteA. R. YoungR. GametP. CookeV. J. BlackmoreD. CollingA. DobbsP. DornanP. FranchiniC. HuntP. B. JurjA. KurupK. LongJ. MartyniakS. MiddletonJ. PasternakM. A. UchidaJ. H. CobbC. N. BoothP. HodgsonJ. LanglandsE. OvertonV. PecP. J. SmithS. WilburM. EllisR. B. S. GardenerP. KyberdJ. J. NebrenskyA. DeMelloS. GourlayA. LambertD. LiT. LuoS. PrestemonS. VirostekM. PalmerH. WitteD. AdeyA. D. BrossD. BowringA. LiuD. NeufferM. PopovicP. RubinovB. FreemireP. HanletD. M. KaplanT. A. MohayaiD. RajaramP. SnopokY. TorunL. M. CremaldiD. A. SandersL. R. ConeyG. G. HansonC. Heidt,2024,https://link.springer.com/article/10.1038/s41567-024-02547-4,Article
Introducing Catonization Agents in the Soft Ionization of Short-Chain Peptides: Laser Desorption and Electrospraying,Russian Journal of Physical Chemistry A,,,,10.1134/S0036024424702686,E. S. KuznetsovaI. S. PytskyA. K. Buryak,2025,https://link.springer.com/article/10.1134/S0036024424702686,Article
Absolute partial and total ionization cross sections for electron impact ionization of 2-butanol,The European Physical Journal D,,,,10.1140/epjd/s10053-023-00742-1,R. A. A. AmorimC. B. OliveiraO. L. Oliveira JuniorA. C. DinizD. B. JonesJ. RosadoF. BlancoG. GarcíaM. J. BrungerM. C. A. Lopes,2023,https://link.springer.com/article/10.1140/epjd/s10053-023-00742-1,Article
Surface-Assisted Laser Desorption/Ionization of Metal Complexes with Dithizone,Journal of Analytical Chemistry,,,,10.1134/S1061934824700989,A. S. BorodkovYa. I. SimakinaA. A. Grechnikov,2024,https://link.springer.com/article/10.1134/S1061934824700989,Article
Impact ionization and the paradox of defects in transition metal dichalcogenide FETs,npj 2D Materials and Applications,,,,10.1038/s41699-024-00521-5,Rupali VermaUtpreksh PatbhajeAsif A. ShahAadil Bashir DarMayank Shrivastava,2025,https://link.springer.com/article/10.1038/s41699-024-00521-5,Article
Non-ergodic dissociative valence double ionization of SF<sub>6</sub>,Scientific Reports,,,,10.1038/s41598-025-06972-0,Emelie OlssonVeronica Daver IdeböhnMåns WallnerRichard J. SquibbJohn H. D. ElandEwa ErdmannRaimund Feifel,2025,https://link.springer.com/article/10.1038/s41598-025-06972-0,Article
Field Ionization Degree Influence on Discharge Streamer of Natural Ester Based on Ionization Energy Calculation Under Changing Electric Field,The Proceedings of 2023 4th International Symposium on Insulation and Discharge Computation for Power Equipment (IDCOMPU2023),,,,10.1007/978-981-99-7393-4_61,Jingwen ZhangJunyi ZhangWenyu YeHanting ZhangHongwei LiJian Hao,2024,https://link.springer.com/chapter/10.1007/978-981-99-7393-4_61,Conference paper
Ionization Effects Caused by Precipitation of Energetic Electrons during Geomagnetic Disturbances,Atmospheric and Oceanic Optics,,,,10.1134/S1024856024701525,I. A. MironovaA. R. IvanovaG. A. BazilevskayaA. D. MironovV. V. Kalegaev,2024,https://link.springer.com/article/10.1134/S1024856024701525,Article
Correlation Between Ionization and Hydration Energies,Journal of Solution Chemistry,,,,10.1007/s10953-024-01399-z,Andrew Das Arulsamy,2024,https://link.springer.com/article/10.1007/s10953-024-01399-z,Article
Use of Derivatization for Detecting Dibenzothiophene Oxidation Products by Soft Ionization Mass Spectrometry,Journal of Analytical Chemistry,,,,10.1134/S1061934824701132,J. E. StarkovaM. E. ZimensN. Yu. PolovkovA. Yu. KanatevaR. S. BorisovV. G. Zaikin,2024,https://link.springer.com/article/10.1134/S1061934824701132,Article
Formation of Polymolecular Associates of Short-Chain Peptides with Copper Ions under Electrospray Ionization Conditions,Russian Journal of Physical Chemistry A,,,,10.1134/S003602442570075X,E. S. KuznetsovaI. S. PytskiiA. K. Buryak,2025,https://link.springer.com/article/10.1134/S003602442570075X,Article
Correlated tunneling in high-order above threshold dissociative ionization of H<sub>2</sub>,"Science China Physics, Mechanics & Astronomy",,,,10.1007/s11433-024-2513-3,Xiaolei HaoJunping WangZhaohan ZhangJiarui QinZheng ShuChan LiJingyu ZhangWeidong LiFeng HeJing Chen,2024,https://link.springer.com/article/10.1007/s11433-024-2513-3,Article
The Influence of the Effective Ionization Potential and Initial Momentum on the Barrier-Suppression Ionization Rate in a Circularly Polarized Laser Field,Bulletin of the Lebedev Physics Institute,,,,10.3103/S1068335623100068,M. KurtovićV. PetrovićI. Petrović,2023,https://link.springer.com/article/10.3103/S1068335623100068,Article
Desorption Electrospray Ionization Mass Spectrometry Imaging for Cancer Diagnosis,Biochemical and Biophysical Methods in Molecular and Cellular Biology,,,,10.1007/978-981-96-2088-3_9,Supratim MondalShibdas Banerjee,2025,https://link.springer.com/chapter/10.1007/978-981-96-2088-3_9,Chapter
Nanomaterial-enhanced ambient ionization for miniature mass spectrometry: toward high-performance on-site detection,Microchimica Acta,,,,10.1007/s00604-025-07238-2,Qi ZhangXiaoying ZhuJiahao LiYuqing ZhangCong WangQiang Ma,2025,https://link.springer.com/article/10.1007/s00604-025-07238-2,Article
Comprehensive study on the electron-impact ionization cross sections of neutral beryllium (Be) and its ions,The European Physical Journal D,,,,10.1140/epjd/s10053-025-01007-9,K. C. DhakarA. PandeyD. KatoG. Purohit,2025,https://link.springer.com/article/10.1140/epjd/s10053-025-01007-9,Article
Wide-energy programmable microwave plasma-ionization for high-coverage mass spectrometry analysis,Nature Communications,,,,10.1038/s41467-024-50322-z,Fengjian ChuGaosheng ZhaoWei WeiNazifi Sani ShuaibuHongru FengYuanjiang PanXiaozhi Wang,2024,https://link.springer.com/article/10.1038/s41467-024-50322-z,Article
Investigation of the Input Ionization Chamber of a Two-Stage Plasma Accelerator,Plasma Physics Reports,,,,10.1134/S1063780X2460213X,V. S. ChernyshevK. M. GutorovV. L. PodkovyrovA. A. Mamonov,2025,https://link.springer.com/article/10.1134/S1063780X2460213X,Article
Experimental study of primary ionization counting method,Radiation Detection Technology and Methods,,,,10.1007/s41605-025-00572-2,Fei HuangMingyi DongHongbin LiuYubin ZhaoGuang ZhaoLinghui WuWenyu PanLi GongXiaoshen Kang,2025,https://link.springer.com/article/10.1007/s41605-025-00572-2,Article
Field intensity dependence of the dissociative multiple ionization of argon dimers in strong femtosecond laser fields,"Science China Physics, Mechanics & Astronomy",,,,10.1007/s11433-024-2474-x,Pan SongYalei ZhuXiaowei WangCongsen MengTao JiangZhihui LvDongwen ZhangChaochao QinZengxiu ZhaoJianmin Yuan,2024,https://link.springer.com/article/10.1007/s11433-024-2474-x,Article
Collective excitations and low-energy ionization signatures of relativistic particles in silicon detectors,Communications Physics,,,,10.1038/s42005-024-01904-2,Rouven EssigRyan PlestidAman Singal,2024,https://link.springer.com/article/10.1038/s42005-024-01904-2,Article
Using Laser Desorption/Ionization to Study Heteropoly Acids,Russian Journal of Physical Chemistry A,,,,10.1134/S0036024424040186,I. V. MinenkovaA. M. Emel’yanovI. G. TarkhanovaA. K. Buryak,2024,https://link.springer.com/article/10.1134/S0036024424040186,Article
Dust Particles Selection in Plasma-Forming Gases with Different Ionization Potentials,Technical Physics,,,,10.1134/S1063784224070120,E. S. DzlievaV. Yu. KarasevL. A. NovikovS. I. PavlovM. S. GolubevI. Ch. Mashek,2024,https://link.springer.com/article/10.1134/S1063784224070120,Article
Ionization Waves Initiating Single-Electrode Breakdown in Long Discharge Tubes,Bulletin of the Lebedev Physics Institute,,,,10.3103/S1068335624600268,A. I. ShishpanovV. V. ZaletovP. S. Bazhin,2024,https://link.springer.com/article/10.3103/S1068335624600268,Article
Sensitive determination of volatile nitrosamines with ambient pressure ammonium-adduct ionization mass spectrometry,Analytical and Bioanalytical Chemistry,,,,10.1007/s00216-024-05580-7,Lian DuanCheng WangYuwei LiBinwang YangXiuqing ZhengJiaxu LiuGuoxing JingWenjie LiuJianna Yu,2024,https://link.springer.com/article/10.1007/s00216-024-05580-7,Article
Ionization of a Weakly Bound Diatomic System by Relativistic Charged Projectiles,Relativistic Effects in Interatomic Ionization Processes and Formation of Antimatter Ions in Interatomic Attachment Reactions,,,,10.1007/978-3-658-43891-3_2,Andreas Jacob,2024,https://link.springer.com/chapter/10.1007/978-3-658-43891-3_2,Chapter
Above-threshold ionization by polarization-crafted pulses,The European Physical Journal D,,,,10.1140/epjd/s10053-024-00907-6,Camilo GranadosEnrique G. NeyraLorena RebónMarcelo F. Ciappina,2024,https://link.springer.com/article/10.1140/epjd/s10053-024-00907-6,Article
"Soft ionization mechanisms in flexible µ-tube plasma—elucidation of He-, Ar-, Kr-, and Xe-FµTP",Analytical and Bioanalytical Chemistry,,,,10.1007/s00216-024-05419-1,Caiyan TianHao SongNorman AhlmannSebastian BrandtDaniel FoestGuanghui NiuJoachim FranzkeLuisa Speicher,2024,https://link.springer.com/article/10.1007/s00216-024-05419-1,Article
Ionization of argon atom by positron and electron impact,The European Physical Journal D,,,,10.1140/epjd/s10053-024-00930-7,O. ZaidiA. MansouriS. HouamerA. TaminT. KhatirC. Dal Cappello,2024,https://link.springer.com/article/10.1140/epjd/s10053-024-00930-7,Article
Differential elastic scattering and electron-impact ionization cross sections of nitrous oxide,The European Physical Journal D,,,,10.1140/epjd/s10053-024-00880-0,M. DingerY. ParkW. Y. Baek,2024,https://link.springer.com/article/10.1140/epjd/s10053-024-00880-0,Article
Effect of frequency-chirped ionization laser on accelerated electron beam characteristics in plasma wakefield acceleration,The European Physical Journal Plus,,,,10.1140/epjp/s13360-025-06061-1,Jagnishan SinghSandeep KumarNiti KantJyoti Rajput,2025,https://link.springer.com/article/10.1140/epjp/s13360-025-06061-1,Article
Soft ionization mechanisms in flexible µ-tube plasma—from FµTP to closed µ-tube plasma,Analytical and Bioanalytical Chemistry,,,,10.1007/s00216-024-05420-8,Luisa SpeicherHao SongNorman AhlmannDaniel FoestSimon HövingSebastian BrandtGuanghui NiuJoachim FranzkeCaiyan Tian,2024,https://link.springer.com/article/10.1007/s00216-024-05420-8,Article
Study of Dopant Activation and Ionization for Phosphorus in 4H-SiC,Journal of Electronic Materials,,,,10.1007/s11664-024-10976-3,Suman DasDaniel J. LichtenwalnerHemant DixitSteven RogersAndreas ScholzeSei-Hyung Ryu,2024,https://link.springer.com/article/10.1007/s11664-024-10976-3,Article
High drain field impact ionization transistors as ideal switches,Nature Communications,,,,10.1038/s41467-024-53337-8,Baowei YuanZhibo ChenYingxin ChenChengjie TangWeiao ChenZengguang ChengChunsong ZhaoZhaozhao HouQiang ZhangWeizhuo GanJiacheng GaoJiale WangJeffrey XuGuangxi HuZhenhua WuKun LuoMingyan LuoYuanbo ZhangZengxing ZhangShisheng XiongChunxiao CongWenzhong BaoShunli MaJing WanPeng ZhouYe Lu,2024,https://link.springer.com/article/10.1038/s41467-024-53337-8,Article
Reconditioning of Fused Silica Nanospray Emitters for Electrospray Ionization,Journal of Analytical Chemistry,,,,10.1134/S1061934824701028,J. E. Thompson,2024,https://link.springer.com/article/10.1134/S1061934824701028,Article
Passage of a Gamma-Ray Burst through a Molecular Cloud: Cloud Ionization Structure,Astronomy Letters,,,,10.1134/S1063773724700014,A. V. Nesterenok,2024,https://link.springer.com/article/10.1134/S1063773724700014,Article
Plasma screening effects on the above-threshold ionization spectra of argon atom in an intense laser field,The European Physical Journal D,,,,10.1140/epjd/s10053-025-00962-7,Ashish SharmaManisha TyagiMan MohanAlok Kumar Singh Jha,2025,https://link.springer.com/article/10.1140/epjd/s10053-025-00962-7,Article
Controlled interlayer exciton ionization in an electrostatic trap in atomically thin heterostructures,Nature Communications,,,,10.1038/s41467-024-51128-9,Andrew Y. JoeAndrés M. Mier ValdiviaLuis A. JaureguiKateryna PistunovaDapeng DingYou ZhouGiovanni ScuriKristiaan De GreveAndrey SushkoBumho KimTakashi TaniguchiKenji WatanabeJames C. HoneMikhail D. LukinHongkun ParkPhilip Kim,2024,https://link.springer.com/article/10.1038/s41467-024-51128-9,Article
Laser-induced acoustic desorption coupled with dielectric barrier discharge ionization mass spectrometry for analysis of thermally labile compounds,Analytical Sciences,,,,10.1007/s44211-025-00827-4,Xue XiaoDan LiXiandong LiPinchun KangQiao Lu,2025,https://link.springer.com/article/10.1007/s44211-025-00827-4,Article
Ionization and Charge Exchange Processes Induced by Collisions of Protons with Atoms of Superheavy Elements,JETP Letters,,,,10.1134/S0021364024604202,I. Yu. TolstikhinaV. P. Shevel’ko,2024,https://link.springer.com/article/10.1134/S0021364024604202,Article
Saturation effect study and ion recombination correction on ionization chamber for ultra-high dose rate (FLASH) of carbon ions,Nuclear Science and Techniques,,,,10.1007/s41365-025-01770-9,Xin-Le LangZheng-Guo HuZhi-Guo XuJuan LiKai ZhouFa-Ming LuoYu-Cong ChenRui-Shi MaoChuan HuangZu-Long ZhaoJia-Li FuLi-Bin ZhouGuo-Qing Xiao,2025,https://link.springer.com/article/10.1007/s41365-025-01770-9,Article
Desorption electrospray ionization and matrix-assisted laser desorption/ionization as imaging approaches for biological samples analysis,Analytical and Bioanalytical Chemistry,,,,10.1007/s00216-023-04783-8,Lanaia Ítala Louzeiro MacielRicardo Alves BernardoRafael Oliveira MartinsAlmir Custodio Batista JuniorJoão Victor Ataíde OliveiraAndréa Rodrigues ChavesBoniek Gontijo Vaz,2023,https://link.springer.com/article/10.1007/s00216-023-04783-8,Article
Influence of Impact Ionization on the Laser Ablation of Silicon Surface by Ultrashort Pulses in the Near and Mid-IR Range,"Journal of Surface Investigation: X-ray, Synchrotron and Neutron Techniques",,,,10.1134/S1027451024701891,E. I. MareevA. V. PushkinF. V. Potemkin,2024,https://link.springer.com/article/10.1134/S1027451024701891,Article
Creation of an Extended Continuous Ionization Region in Atmospheric Aerosol by Laser Radiation,Atmospheric and Oceanic Optics,,,,10.1134/S1024856025700265,S. F. BalandinV. A. DonchenkoV. F. MyshkinV. A. PogodaevV. A. Khan,2025,https://link.springer.com/article/10.1134/S1024856025700265,Article
Single-cell mass spectrometry imaging of lipids in HeLa cells via tapping-mode scanning probe electrospray ionization,Communications Chemistry,,,,10.1038/s42004-025-01521-2,Yoichi OtsukaKazuya KabayamaAyane MiuraMasatomo TakahashiKosuke HataYoshihiro IzumiTakeshi BambaKoichi FukaseMichisato Toyoda,2025,https://link.springer.com/article/10.1038/s42004-025-01521-2,Article
Needle point bipolar ionization: environmental safety and inactivation of airborne bacteria and corona virus,Environmental Science and Pollution Research,,,,10.1007/s11356-025-36441-0,Dila Aydın AytekinNurten TetikÜlkü Alver ŞahinCoşkun AyvazElif NurtopCansel VatanseverFüsun Can,2025,https://link.springer.com/article/10.1007/s11356-025-36441-0,Article
Ionization of glucose and ribose molecules by electron impact,The European Physical Journal D,,,,10.1140/epjd/s10053-023-00766-7,S. DemesA. ZavilopuloE. Remeta,2023,https://link.springer.com/article/10.1140/epjd/s10053-023-00766-7,Article
Above-threshold ionization by a strong circularly polarized laser pulse assisted by a terahertz pulse,The European Physical Journal D,,,,10.1140/epjd/s10053-024-00920-9,D. AgačevićN. IbrišimovićD. ŠkrgićD. B. Milošević,2024,https://link.springer.com/article/10.1140/epjd/s10053-024-00920-9,Article
Mutual Effect of the Ionization Wave and the Surface Charge of the Wall During the Breakdown in the Discharge Tube,Plasma Physics Reports,,,,10.1134/S1063780X25602287,A. V. MeshchanovYu. Z. IonikhA. Z. Devdariani,2025,https://link.springer.com/article/10.1134/S1063780X25602287,Article
Determination of Chromium Traces by Atomic Ionization Spectroscopy in Aqueous Reference Solutions and Gallium Arsenide Using a Rod–Flame Atomizer,Inorganic Materials: Applied Research,,,,10.1134/S207511332570011X,A. T. Khalmanov,2024,https://link.springer.com/article/10.1134/S207511332570011X,Article
FDTD Simulations of Plasmon Propagation in the Transient Plasma Corona due to Ionization Attachment and Recombination Processes,Plasmonics,,,,10.1007/s11468-025-03255-2,Asif ShahSaeed Ur RehmanIrshad-Ullah,2025,https://link.springer.com/article/10.1007/s11468-025-03255-2,Article
On the Ionization Energy of the Atomic Gold Ion Au<sup>2+</sup>,High Energy Chemistry,,,,10.1134/S0018143924700255,R. E. BoltnevA. V. KarabulinI. N. KrushinskayaA. A. PelmenevV. I. Matyushenko,2024,https://link.springer.com/article/10.1134/S0018143924700255,Article
Measurement and modeling of ionization in a cesium diode pumped alkali laser (DPAL),Applied Physics B,,,,10.1007/s00340-024-08271-4,Benjamin OlikerHal CambierGreg PitzDavid A. HostutlerTimothy MaddenWolfgang Rudolph,2024,https://link.springer.com/article/10.1007/s00340-024-08271-4,Article
In-gas-cell laser ionization spectroscopy at KISS,Interactions,,,,10.1007/s10751-024-01886-1,Yoshikazu HirayamaMomo MukaiYutaka WatanabePeter SchuryToshitaka NiwaseHyunsuk ChoiTakashi HashimotoShun IimuraSunChan JeongHiroari MiyatakeJunYoung MoonHitoshi NakadaMichihiro OyaizuMarco RosenbuschAiko TakamineMinori TajimaAkihiro TaniguchiMichiharu Wada,2024,https://link.springer.com/article/10.1007/s10751-024-01886-1,Article
Rapid analysis of untreated food samples by gel loading tip spray ionization mass spectrometry,Analytical and Bioanalytical Chemistry,,,,10.1007/s00216-024-05408-4,Md. Matiur RahmanShuanglong WangJiaquan XuXiaoping ZhangXinglei ZhangKonstantin Chingin,2024,https://link.springer.com/article/10.1007/s00216-024-05408-4,Article
Deep learning prediction of electrospray ionization tandem mass spectra of chemically derived molecules,Nature Communications,,,,10.1038/s41467-024-52805-5,Bin ChenHailiang LiRongfu HuangYanan TangFeng Li,2024,https://link.springer.com/article/10.1038/s41467-024-52805-5,Article
Investigating ionization-induced stability shifts in Watson–Crick AT and AU base pairs: an electron density approach using DFT,Structural Chemistry,,,,10.1007/s11224-025-02560-0,Md Ashraf AyubSunil Kumar SrivastavaPranveer Singh,2025,https://link.springer.com/article/10.1007/s11224-025-02560-0,Article
Rapid Assessment of Urine Samples by Atmospheric Pressure Laser Plasma Ionization Mass Spectrometry,Journal of Analytical Chemistry,,,,10.1134/S1061934824701582,S. I. TimakovaYa. I. SimakinaK. Yu. KravetsA. A. Grechnikov,2025,https://link.springer.com/article/10.1134/S1061934824701582,Article
Projectile charge effects in ionization of water molecule by positron and electron impact,The European Physical Journal D,,,,10.1140/epjd/s10053-025-01017-7,I. KhiatS. HouamerI. KadaS. MekhalfaA. TaminC. Dal Cappello,2025,https://link.springer.com/article/10.1140/epjd/s10053-025-01017-7,Article
Verification of the Empirical Model of Ionization of the Lower Ionosphere during Solar Flares of Different Classes,Geomagnetism and Aeronomy,,,,10.1134/S0016793224600012,I. A. RyakhovskyY. V. PokladB. G. Gavrilov,2024,https://link.springer.com/article/10.1134/S0016793224600012,Article
New operation method for ion source parameters to improve single ionization efficiency,MRS Advances,,,,10.1557/s43580-025-01238-3,Hiroaki KaiYuya UchidaTaido KurauchiTakeshi MatsumotoNariaki Hamamoto,2025,https://link.springer.com/article/10.1557/s43580-025-01238-3,Article
Ionization Energy of Reaction Products in an Ethanol–Carbon Monoxide System in Interstellar Ices,Bulletin of the Lebedev Physics Institute,,,,10.3103/S1068335623601826,O. V. KuznetsovM. M. EvseevE. A. BatrakovaI. O. Antonov,2024,https://link.springer.com/article/10.3103/S1068335623601826,Article
Influence of ionization distribution on 3D multicellular model using Geant4-DNA,Journal of the Korean Physical Society,,,,10.1007/s40042-024-01046-2,Eunae ChoiKwon Su ChonJaeman Son,2024,https://link.springer.com/article/10.1007/s40042-024-01046-2,Article
Phosphorus-doped n-type diamond with high ionization efficiency through high-pressure thermal diffusion,Science China Materials,,,,10.1007/s40843-024-3233-5,Ruiang GuoShuaiqi LiJiawei ZhangYi TianWeiguo DongDuanwei He,2025,https://link.springer.com/article/10.1007/s40843-024-3233-5,Article
Drug screening in pharmaceutical and forensic applications using extractive-liquid sampling electron ionization-mass spectrometry (E-LEI-MS),Scientific Reports,,,,10.1038/s41598-025-14772-9,Giovanna NevolaAdriana ArigòGiorgio FamigliniCaterina RenzoniMarco AgostiniAchille Cappiello,2025,https://link.springer.com/article/10.1038/s41598-025-14772-9,Article
Metabolomics of the Kynurenine Pathway by Laser Desorption Ionization Mass Spectrometry (LDI-MS),Metabolomics,,,,10.1007/978-1-0716-4534-5_13,Pallavi LahiriS. KrishnarajPriyakshi GogoiAmbalika RoyDipankar Ghosh,2025,https://link.springer.com/chapter/10.1007/978-1-0716-4534-5_13,Protocol
Electron-impact ionization TDCS of a nitrogen molecule using the DWBA and IAM-AR,The European Physical Journal D,,,,10.1140/epjd/s10053-025-00957-4,D. BuljubasicP. K. KariukiJ. Okumu,2025,https://link.springer.com/article/10.1140/epjd/s10053-025-00957-4,Article
Investigating the influence of ionization on high-harmonic generation in Ar–Ne and Ar–Kr gas mixtures driven by kHz laser pulses,The European Physical Journal D,,,,10.1140/epjd/s10053-024-00924-5,S. ChintalwadB. RamakrishnaLap Van Dao,2024,https://link.springer.com/article/10.1140/epjd/s10053-024-00924-5,Article
Circular dichroism in multiphoton ionization of resonantly excited helium ions near channel closing,Scientific Reports,,,,10.1038/s41598-024-75459-1,René WagnerMarkus IlchenNicolas DouguetPhilipp SchmidtNiclas WielandCarlo CallegariZachary DelkAlexander DemidovichGiovanni De NinnoMichele Di FraiaJiri HofbruckerMichele ManfreddaValerija MusicOksana PlekanKevin C. PrinceDaniel E. RivasMarco ZangrandoAlexei N. Grum-GrzhimailoKlaus BartschatMichael Meyer,2024,https://link.springer.com/article/10.1038/s41598-024-75459-1,Article
GC × GC-HRMS with complementary ionization methods in the suspect screening analysis of fragrance allergens: overwhelming or justified?,Analytical and Bioanalytical Chemistry,,,,10.1007/s00216-024-05436-0,Dmitrii M. MazurVyacheslav B. ArtaevAlbert T. Lebedev,2024,https://link.springer.com/article/10.1007/s00216-024-05436-0,Article
